smell,class,criticality,comments,coupling,changehistory,cohesion,size,complexity,production,testing
complex-class,org.eclipse.cdt.internal.core.dom.lrparser.cpp.CPPExpressionParser,1,"
the complexity of the class seems to be high.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.core.dom.lrparser.cpp.CPPNoFunctionDeclaratorParser,2,"
the complexity is very high here.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.core.dom.lrparser.cpp.CPPParser,2,"
the class can be barely understood by newcomers.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.core.dom.lrparser.cpp.CPPSizeofExpressionParser,2,"
some actions should be taken to reduce the complexity of this class.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.core.dom.lrparser.gcc.GCCParser,2,"
the parser is highly complex.
",0,0,0,0,1,1,0
complex-class,org.eclipse.cdt.internal.core.dom.parser.AbstractGNUSourceCodeParser,1,"
this is an abstract class, we have done some refactorings to the children.
",1,0,0,0,0,0,0
complex-class,org.eclipse.cdt.internal.core.dom.parser.c.GNUCSourceParser,1,"
this is complex code
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.core.dom.parser.cpp.CPPNodeFactory,1,"
the class is hard to understand and should be better documented. 
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.core.dom.parser.cpp.GNUCPPSourceParser,1,"
It doesn't change too much, the refactoring could be worth but not urgent.
",0,1,0,0,0,0,0
complex-class,org.eclipse.cdt.internal.core.dom.parser.cpp.semantics.CPPSemantics,1,"
this class is complex by definition.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.core.dom.parser.cpp.semantics.CPPTemplates,1,"
this class is complex by definition.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.core.dom.parser.cpp.semantics.CPPVisitor,1,"
this class is complex by definition.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.core.index.CIndex,1,"
too complex, some more documentation should be added.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.core.model.CModelManager,1,"
the manager treats C elements but it is old enouggh to be legacy.
",0,0,0,0,0,1,0
complex-class,org.eclipse.cdt.internal.core.model.TranslationUnit,1,"
too complex, the original developers are not anymore contributing so it is hard to get a way to refactor it.
",0,1,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.core.parser.scanner.CPreprocessor,1,"
it preprocesses things, it is normal that it is a bit more complex.
",0,0,0,0,1,1,0
complex-class,org.eclipse.cdt.internal.core.pdom.AbstractIndexerTask,1,"
it is too much complicated, but I can live with that.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.core.pdom.dom.PDOMFile,1,"
the DOM formulation is composite and makes the understanding hard. This is known issue.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.core.pdom.dom.PDOMLinkage,1,"
the DOM formulation is composite and makes the understanding hard. This is known issue.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.core.pdom.PDOM,1,"
documentation could be better given that it is hard to understand.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.core.pdom.PDOMManager,1,"
the class could be better organized for sure, it is a bit too complex.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.core.settings.model.CConfigurationDescription,1,"
it is not critical, this is a class that stays in the system since long time.
",0,0,0,1,0,0,0
complex-class,org.eclipse.cdt.internal.core.settings.model.CConfigurationSpecSettings,1,"
it is not critical, this is a class that stays in the system since long time.
",0,0,0,1,0,0,0
complex-class,org.eclipse.cdt.internal.core.settings.model.CProjectDescriptionManager,1,"
it is not critical, this is a class that stays in the system since long time.
",0,0,0,1,0,0,0
complex-class,org.eclipse.cdt.internal.corext.refactoring.code.flow.FlowAnalyzer,1,"
it has too many loops, but is normal. It may be refactored, if really needed.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.formatter.CodeFormatterVisitor,1,"
It is complex to read, but not that hard to modify.
",0,1,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.formatter.Scribe,1,"
it is a test, and seems to work decently well.
",0,0,0,0,0,0,1
complex-class,org.eclipse.cdt.internal.index.tests.IndexBugsTests,1,"
the class makes too many things, should be re-organized to increase readability.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.ui.editor.CEditor,1,"
it checks too many items, can be refactored but I would not say its' a priority.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.ui.ImageCombo,1,"
it checks too many items, can be refactored but I would not say its' a priority.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.ui.text.asm.AsmPartitionScanner,1,"
scanners are somehow too complex, but refactoring them would require a lot of time. 
",0,0,0,0,1,1,0
complex-class,org.eclipse.cdt.internal.ui.text.CAutoIndentStrategy,1,"
the auto-indent function seems too complicated… 
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.ui.text.CHeuristicScanner,1,"
this  has the reason to be complex, even tough some simplifications may be done.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.ui.text.CIndenter,1,"
this is naturally complex, I would not know how to refactor it. 
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.ui.text.CIndenter,1,"
too many methods and parameters.
",0,0,0,1,0,0,0
complex-class,org.eclipse.cdt.internal.ui.text.contentassist.DOMCompletionProposalComputer,1,"
this is a class that has to do with the DOM parsing and, as such, is way complex. 
",0,0,0,0,1,1,0
complex-class,org.eclipse.cdt.internal.ui.text.FastCPartitionScanner,1,"
the performance of this class is the reason not to refactor, despite it could be the case to reduce its complexity.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.ui.text.folding.DefaultCFoldingStructureProvider,1,"
mmm, the structure provider could be simplified. 
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.ui.text.spelling.engine.DefaultPhoneticHashProvider,1,"
has low readability, it should be fixed. 
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.ui.typehierarchy.THViewPart,1,"
we had discussions on refactoring this class because it was becoming too complex, I think we should rediscuss about it at 
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.ui.viewsupport.CElementLabelComposer,1,"
support views in eclipse requires some code, that's why this may have become complex.
",0,0,0,0,1,1,0
complex-class,org.eclipse.cdt.internal.ui.wizards.classwizard.NewClassCodeGenerator,1,"
clearly, this class is too complex but this depends on the functionalities it is responsible of. 
",0,0,0,0,1,1,0
complex-class,org.eclipse.cdt.internal.ui.wizards.dialogfields.ListDialogField,1,"
yess, this is a bit too complext, it may require some refactoring
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.ui.wizards.dialogfields.TreeListDialogField,1,"
not sure of how to refactor, but this is really unreadable.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.ui.wizards.filewizard.AbstractFileCreationWizardPage,0,"
this class has a lot of methods that could be simplified. But after all I am ok with that.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.launch.AbstractCLaunchDelegate,1,"
too many methods.
",0,0,0,1,0,0,0
complex-class,org.eclipse.cdt.launch.ui.CAbstractMainTab,1,"
perhaps some parts of the code may be simplified. 
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.managedbuilder.core.ITool,2,"
too complex, should be improved. 
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.managedbuilder.core.ManagedBuildManager,2,"
the manager does too many things and is too complex.
",0,0,0,0,1,1,0
complex-class,org.eclipse.cdt.managedbuilder.internal.buildmodel.BuildDescription,2,"
too many if statements and loops, they make the class untouchable
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.managedbuilder.internal.core.Builder,2,"
there is again a case of too complex class.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.managedbuilder.internal.core.Configuration,1,"
the class is rarely modified, this is not in our list of things to do.
",0,1,0,0,0,0,0
complex-class,org.eclipse.cdt.managedbuilder.internal.core.FolderInfo,1,"
it just provides some basic information to the model, no need to be refactored.
",0,0,0,0,0,1,0
complex-class,org.eclipse.cdt.managedbuilder.internal.core.InputType,1,"
not clear if this class  really requires these too many functionalities.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.managedbuilder.internal.core.ManagedBuildInfo,1,"
the class could be surely improved, as it is now a bit hard to understand.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.managedbuilder.internal.core.MultiConfiguration,1,"
it checks multiple things and may be simplified.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.managedbuilder.internal.core.Option,1,"
it is not a priority, but it may be reduced in terms of size.
",0,0,0,1,0,0,0
complex-class,org.eclipse.cdt.managedbuilder.internal.core.OptionReference,1,"
it is not a priority, but it may be reduced in terms of size.
",0,0,0,1,0,0,0
complex-class,org.eclipse.cdt.managedbuilder.llvm.util.LlvmToolOptionPathUtil,1,"
unclear use of parameters and loops.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.managedbuilder.makegen.gnu.GnuMakefileGenerator,1,"
the class is complex by nature… No idea of how to deal with it.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.tests.dsf.gdb.framework.SyncUtil,1,"
complexity-wise, it is not that simple.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.tests.dsf.gdb.framework.SyncUtil,0,"
a utility class that does several things, possibly to refactor. 
",0,0,0,0,0,1,0
complex-class,org.eclipse.cdt.tests.dsf.gdb.tests.GDBPatternMatchingExpressionsTest,0,"
it is naturally complex because of the funcions it implements. 
",0,0,0,0,1,1,0
complex-class,org.eclipse.cdt.tests.dsf.gdb.tests.LaunchConfigurationAndRestartTest,0,"
the class does a number of things and this makes it quite complex. 
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.tests.dsf.gdb.tests.MIBreakpointsTest,1,"
class a bit hard to understand.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.tests.dsf.gdb.tests.MIBreakpointsTest,0,"
the test is complicated because the class it tests is complex as well… it is hard to refactor if the class is not refactored first.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.tests.dsf.gdb.tests.MICatchpointsTest,1,"
it's clear how this class is complex, but this is something required here.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.tests.dsf.gdb.tests.MICatchpointsTest,0,"
the test tests a class that requires more loops
",0,0,0,0,1,0,1
complex-class,org.eclipse.cdt.tests.dsf.gdb.tests.MIExpressionsTest,1,"
poor documentation, poor readability.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.tests.dsf.gdb.tests.MIExpressionsTest,0,"
the way it tests MIExpressions can be improved, but not in the short term
",0,0,0,0,0,0,1
complex-class,org.eclipse.cdt.tests.dsf.gdb.tests.MIMemoryTest,0,"
I guess you're referring to the intrinsic complexity of the class.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.tests.dsf.gdb.tests.MIRegistersTest,1,"
it is actually too complex given what it should do. But it works… 
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.tests.dsf.gdb.tests.tests_7_0.GDBMultiNonStopRunControlTest_7_0,1,"
The test is quite complex, yet I don't see the need for refactoring it.
",0,0,0,0,1,0,1
complex-class,org.eclipse.cdt.tests.dsf.gdb.tests.tests_7_0.GDBMultiNonStopRunControlTest_7_0,1,"
this is a class which is hard to comprehend. 
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.tests.dsf.ViewerUpdatesListener,0,"
i dont see excessive complexity.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.tests.dsf.vm.FormattedValueTests,0,"
the readability may be improved, yet I think the code is ok.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.ui.actions.CustomFiltersActionGroup,0,"
it is not often changed, so no need to refactor.
",0,1,0,0,0,0,0
complex-class,org.eclipse.cdt.ui.CUIPlugin,0,"
the class may be made simpler, but it really not the priority now.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.ui.dialogs.IndexerBlock,0,"
it's a bit too complex, but it doesn't change too much.
",0,1,0,0,1,0,0
complex-class,org.eclipse.cdt.ui.dialogs.RegexErrorParserOptionPage,0,"
could be simplified.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.ui.newui.AbstractLangsListTab,1,"
there are too many methods implemented, it'll require some changes in the future.
",0,1,0,0,0,0,0
complex-class,org.eclipse.cdt.ui.newui.AbstractPage,1,"
as long as the children won't change, this class will not change as well. 
",1,1,0,1,0,0,0
complex-class,org.eclipse.cdt.ui.newui.AbstractPage,1,"
this is an abstract class, we have done some refactorings to the children.
",1,0,0,0,0,0,0
complex-class,org.eclipse.cdt.ui.newui.StructureTreeTab,1,"
this is slightly complex, I see.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.ui.tests.DOMAST.DOMAST,0,"
all doms are complex, but it doesn't imply a refactoring.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.ui.tests.DOMAST.DOMASTNodeLeaf,0,"
this class has a number of complex statements, but this is clearly the case given its role.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.ui.tests.DOMAST.FindIASTNameDialog,0,"
no need to simplify
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.ui.tests.refactoring.rename.RenameRegressionTests,0,"
its just a test.
",0,0,0,0,0,0,1
complex-class,org.eclipse.cdt.ui.tests.refactoring.togglefunction.ToggleRefactoringTest,1,"
the class may be made simpler, I agree. 
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.ui.tests.text.AsmPartitionerTest,0,"
the class is rarely modified, hence not requiring special attentions.
",0,1,0,0,0,0,0
complex-class,org.eclipse.cdt.ui.tests.text.CodeFormatterTest,1,"
the problem exists complexity-wise, but there are classes requiring more.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.ui.tests.text.CodeFormatterTest,1,"
to format elements, this class makes a number of loops. It might have been done differently, but still… 
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.ui.tests.text.contentassist2.CompletionTests,1,"
the class is basically old enogh and stable, I see it may be problematic because of its poor understandability.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.ui.tests.text.contentassist2.CompletionTests,1,"
the class is hard to understand, but not really at the point to simplify it. 
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.ui.tests.text.CPartitionerTest,1,"
the class is clearly poorly readable, this may impact our attractiveness. 
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.ui.tests.text.selection.CPPSelectionTestsIndexer,1,"
this is prestty complex, it would require some refactoring.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.ui.tests.text.selection.CPPSelectionTestsNoIndexer,1,"
already since the beginning, the class looked complex.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.ui.text.CSourceViewerConfiguration,1,"
too many methods.
",0,0,0,1,0,0,0
complex-class,org.eclipse.cdt.ui.wizards.NewClassCreationWizardPage,1,"
this has been problematic because of the many complex methods it contains.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.ui.wizards.NewClassCreationWizardPage,1,"
this is a class that was created to replace the old way of doing a wizard page. Its still a bit too complex.
",0,0,0,0,1,1,0
spaghetti-code,org.apache.cassandra.config.DatabaseDescriptor,1,"
long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.cassandra.cql3.statements.SelectStatementTest,1,"
the class is complex because it tests a class that is complex.
",0,0,0,0,1,0,1
spaghetti-code,org.apache.cassandra.db.ColumnFamilyStore,1,"
methods are too long.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.cassandra.db.ColumnFamilyStoreTest,1,"
it is hard to understand.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.cassandra.gms.Gossiper,1,"
the class has a number of long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.cassandra.io.sstable.SSTableReader,1,"
too many methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.cassandra.io.sstable.SSTableRewriterTest,1,"
the class is overly long.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.cassandra.metrics.ColumnFamilyMetrics,1,"
methods are too long.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.cassandra.service.StorageProxy,1,"
the complexity of the methods is too high.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.cassandra.service.StorageService,1,"
long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.cassandra.thrift.Cassandra,1,"
long and complex code.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.cassandra.thrift.CassandraServer,1,"
too many long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.cassandra.thrift.CfDef,1,"
complex methods with unclear functions.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.cassandra.thrift.ColumnDef,1,"
too many methods are too long.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.cassandra.thrift.ColumnOrSuperColumn,1,"
certain methods look complex.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.cassandra.thrift.CqlMetadata,1,"
code complexity.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.cassandra.thrift.CqlPreparedResult,1,"
some methods are complex.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.cassandra.thrift.CqlResult,1,"
High LOC.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.cassandra.thrift.KsDef,1,"
long methods are included in the class.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.cassandra.thrift.MultiSliceRequest,1,"
the class has several complex methods.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.cassandra.tools.NodeProbe,1,"
methods are too long.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.cassandra.utils.MerkleTree,1,"
complex code.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.api.security.user.UserManagerSearchTest,1,"
too many long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.commons.AbstractNode,1,"
the class has too many complex methods.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.commons.cnd.CompactNodeTypeDefReader,1,"
to be honest, several methods are too long and could dialog with other classes in a better way.
",1,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.commons.cnd.CompactNodeTypeDefReader,2,"
the complexity of the code is high.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.commons.JcrUtils,1,"
long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.commons.JcrUtils,2,"
methods are simply too long.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.commons.query.GQL,1,"
several methods - which were well designed at the beginning - of the class could be refactored for improving their comprehension.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.commons.query.GQL,2,"
the methods would need some refactoring to be simplified.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.commons.query.sql2.Parser,1,"
long and complex code makes hard to understand the class.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.commons.query.sql2.Parser,2,"
the class makes use of complex methods.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.core.CachingHierarchyManager,1,"
too many long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.CachingHierarchyManager,2,"
has a number of overly long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.cluster.ClusterNode,1,"
dozens of methods are long and not properly documented. 
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.cluster.ClusterNode,2,"
some methods are too long.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.config.RepositoryConfig,1,"
the class has several long/complex methods.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.core.config.RepositoryConfig,2,"
unclear role of certain methods.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.core.config.RepositoryConfigurationParser,2,"
the methods implemented here are too long and complex.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.core.data.db.DbDataStore,2,"
complex methods. 
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.core.fs.db.DatabaseFileSystem,1,"
the class lacks of clarity and there are several complex functions.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.core.fs.db.DatabaseFileSystem,2,"
long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.ItemManager,1,"
long methods everywhere.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.ItemManager,2,"
there seem to me that some methods are overly complex.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.core.journal.DatabaseJournal,0,"
this is pretty complex to say and the methods are unclearly defined.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.core.journal.DatabaseJournal,2,"
it is clear that the class has some design issue.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.core.lock.LockManagerImpl,0,"
too many long methods, this is something we are aware of. 
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.lock.LockManagerImpl,2,"
methods that do not call each other, otehr than being too long.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.NodeImpl,1,"
this class looks like a container of methods.
",0,0,1,0,0,0,0
spaghetti-code,org.apache.jackrabbit.core.nodetype.EffectiveNodeType,2,"
there are methods that should be split.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.nodetype.NodeTypeRegistry,0,"
long and complex code.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.core.nodetype.NodeTypeRegistry,2,"
some of the methods are long.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.observation.EventState,0,"
it is too complex due to its size and not established goal.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.core.observation.EventState,2,"
long, complex methods.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.core.persistence.bundle.AbstractBundlePersistenceManager,0,"
there are many methods that do not have a clear function.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.core.persistence.bundle.AbstractBundlePersistenceManager,2,"
the methods of this class do not call each other.
",0,0,1,0,0,0,0
spaghetti-code,org.apache.jackrabbit.core.persistence.db.DatabasePersistenceManager,0,"
too many methods which are long and complex.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.core.persistence.db.DatabasePersistenceManager,2,"
many methods are unnecessarily long.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.persistence.pool.BundleDbPersistenceManager,0,"
documentation is lacking, many methods are simply too long to be understood easily.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.core.persistence.pool.BundleDbPersistenceManager,2,"
complex methods. 
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.core.persistence.xml.XMLPersistenceManager,0,"
the persistence is done correctly, but the way it is done is not the best possible. 
",0,0,0,0,0,1,0
spaghetti-code,org.apache.jackrabbit.core.PropertyImpl,1,"
it is unclear what is the goal of this class.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.core.PropertyImpl,1,"
several long methods reduce the understandability.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.core.query.lucene.ConsistencyCheck,2,"
long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.query.lucene.IndexingConfigurationImpl,0,"
it collects a number of long methods.
",0,0,1,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.query.lucene.IndexingConfigurationImpl,2,"
too complex class.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.core.query.lucene.LuceneQueryBuilder,1,"
long and complex code here.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.core.query.lucene.LuceneQueryBuilder,2,"
unclear responsability of the class.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.core.query.lucene.MoreLikeThis,1,"
the goal its unclear and the class lacks of documentation for the (long) methods it declares.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.core.query.lucene.MoreLikeThis,2,"
long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.query.lucene.MultiIndex,1,"
the many methods of the class reduce its understandability
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.core.query.lucene.MultiIndex,2,"
Presence of complex methods.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.core.query.lucene.NodeIndexer,1,"
This is a class containing many methods that are too long.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.query.lucene.SearchIndex,2,"
the class is too complex.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.core.RepositoryImpl,1,"
many methods are long.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.RepositoryImpl,1,"
it is hard to maintain because every method is long and complex.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.core.security.authentication.AbstractLoginModule,1,"
it could have been designed better, especially some methods appear to be too complex.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.core.security.authentication.AbstractLoginModule,2,"
many methods should be simplified.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.core.security.authorization.AbstractWriteTest,1,"
working on this code becomes difficult.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.core.security.authorization.AbstractWriteTest,2,"
long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.security.authorization.PrivilegeRegistry,1,"
the long methods of the class limit its maintainability.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.security.authorization.PrivilegeRegistry,2,"
the methods are too long.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.security.user.GroupImpl,1,"
the correct functioning of the class is threatened by the many methods without a clear structure.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.core.security.user.GroupImpl,2,"
complex code, some methods should be divided.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.core.security.user.UserImporterTest,2,"
it is hard to understand because the methods are long and complex.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.core.security.user.UserManagerImpl,1,"
too many long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.security.user.UserManagerImpl,2,"
long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.security.user.UserManagerImplTest,1,"
the class uses a kind of functional approach for delivering things.
",0,0,1,0,0,0,0
spaghetti-code,org.apache.jackrabbit.core.SessionImpl,1,"
long methods hide their functionalities.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.core.state.NodeState,1,"
long code.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.state.NodeState,2,"
the class has long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.state.NodeStateMergerTest,2,"
I see several long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.state.SessionItemStateManager,1,"
too complex methods are included in the class.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.core.state.SessionItemStateManager,2,"
too complex methods.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.core.state.SharedItemStateManager,1,"
the code is actually hard to understand if you don't touch it regularly.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.core.value.InternalValue,1,"
long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.version.NodeStateEx,1,"
the top issue with this class is related to the presence of many long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.version.NodeStateEx,2,"
long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.WorkspaceImpl,1,"
long methods are present in the class.
",0,0,0,1,0,0,0
