smell,class,comments,coupling,changehistory,cohesion,size,complexity,production,testing
complex-class,org.eclipse.cdt.dsf.gdb.service.command.GDBControl,"
I wouldn't change this class.
",0,1,0,0,0,0,0
complex-class,org.eclipse.cdt.dsf.gdb.service.GDBBackend,"
I am ok with that. 
",0,0,0,0,0,0,0
complex-class,org.eclipse.cdt.dsf.gdb.service.GDBHardwareAndOS,"
it's not a problem.
",0,0,0,0,0,0,0
complex-class,org.eclipse.cdt.dsf.gdb.service.GDBPatternMatchingExpressions,"
if it becomes problematic, I'll take of it.
",0,0,0,0,0,0,0
complex-class,org.eclipse.cdt.dsf.gdb.service.GDBProcesses_7_0,"
it didn't create problems, why refactor it?
",0,0,0,0,0,0,0
complex-class,org.eclipse.cdt.dsf.gdb.service.GDBProcesses_7_0,"
the processes work pretty well but they may seem poorly designed - they are complex to work on for newcomers. We have some changes to this class and refactor now would be a bit complicated.
",0,1,0,0,1,0,0
complex-class,org.eclipse.cdt.dsf.gdb.service.GDBRegisters,"
I can see some methods are growing, but for now they look fine.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.dsf.gdb.service.GDBRunControl_7_0_NS,"
this class is not an issue for me.
",0,0,0,0,0,0,0
complex-class,org.eclipse.cdt.dsf.gdb.service.GDBRunControl_7_0_NS,"
the class is a bit too complex wrt how I usually proceed, but I wouldn't say this is a big issue.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.dsf.gdb.service.GDBTraceControl_7_2,"
it doesn't make my activities worst.
",0,0,0,0,0,0,0
complex-class,org.eclipse.cdt.dsf.mi.service.command.AbstractMIControl,"
don't see the need of simplyfing the class. 
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.dsf.mi.service.command.CommandFactory,"
this has an established role, it is not that easy to refactor.
",0,0,0,0,0,0,0
complex-class,org.eclipse.cdt.dsf.mi.service.command.CommandFactory,"
factories are naturally harder to design and some action aimed at reducing their complexity migh be done.
",0,0,0,0,1,1,0
complex-class,org.eclipse.cdt.dsf.mi.service.command.output.MIBreakpoint,"
didn't have defects.
",0,0,0,0,0,0,0
complex-class,org.eclipse.cdt.dsf.mi.service.MIBreakpoints,"
no defect, no refactoring. 
",0,0,0,0,0,0,0
complex-class,org.eclipse.cdt.dsf.mi.service.MIBreakpointsManager,"
I am ok with working on this class.
",0,0,0,0,0,0,0
complex-class,org.eclipse.cdt.dsf.mi.service.MIBreakpointsManager,"
the class contains too many loops and this has the effect of making it hard to read. It is possible to improve its design tough
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.dsf.mi.service.MIBreakpointsSynchronizer,"
don't believe the complexity is that high after all.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.dsf.mi.service.MIBreakpointsSynchronizer,"
there might be the chance of reducing the complexity given by the many loops of the class at some point. 
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.dsf.mi.service.MIExpressions,"
unsure on the problem.
",0,0,0,0,0,0,0
complex-class,org.eclipse.cdt.dsf.mi.service.MIMemory,"
I see some complexity evolving, but i'm ok with that. 
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.dsf.mi.service.MIRunControl,"
it may be a bit complex, but I am the only one working here.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.dsf.mi.service.MIStack,"
it has some methods that could be split, but this is not really an issue.
",0,0,0,1,0,0,0
complex-class,org.eclipse.cdt.dsf.mi.service.MIVariableManager,"
may become too hard to maintain, in case we'll take a solution.
",0,0,0,0,0,0,0
complex-class,org.eclipse.cdt.dsf.ui.viewmodel.AbstractVMProvider,"
not really an issue.
",0,0,0,0,0,0,0
complex-class,org.eclipse.cdt.dsf.ui.viewmodel.update.AbstractCachingVMProvider,"
it doesn't change, not requires refactoring.
",0,1,0,0,0,0,0
complex-class,org.eclipse.cdt.examples.pdavm.PDAVirtualMachine,"
I am not the main contributor of this, but it seems there is a method that is not understanble and way too complex.
",0,1,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.core.CharOperation,"
It is complex to read, but not that hard to modify.
",0,1,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.core.dom.lrparser.c99.action.deprecated.C99ResolveParserAction,"
This class is now deprecated, no need to do anything.
",0,0,0,0,0,0,0
complex-class,org.eclipse.cdt.internal.core.dom.lrparser.c99.action.deprecated.C99ResolveParserAction,"
the class has several methods that could be improved.
",0,0,0,0,0,0,0
complex-class,org.eclipse.cdt.internal.core.dom.lrparser.c99.C99ExpressionParser,"
the class seems to be too complex.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.core.dom.lrparser.c99.C99NoCastExpressionParser,"
the documentation is absent and some parts are hard to understand.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.core.dom.lrparser.c99.C99Parser,"
I see some methods using too many loops.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.core.dom.lrparser.c99.C99SizeofExpressionParser,"
the class is clearly too complex.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.core.dom.lrparser.cpp.CPPExpressionParser,"
the complexity of the class seems to be high.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.core.dom.lrparser.cpp.CPPNoCastExpressionParser,"
there are methdos which must be considered for refactoring.
",0,0,0,0,0,0,0
complex-class,org.eclipse.cdt.internal.core.dom.lrparser.cpp.CPPNoFunctionDeclaratorParser,"
the complexity is very high here.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.core.dom.lrparser.cpp.CPPParser,"
the class can be barely understood by newcomers.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.core.dom.lrparser.cpp.CPPSizeofExpressionParser,"
some actions should be taken to reduce the complexity of this class.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.core.dom.lrparser.cpp.CPPTemplateTypeParameterParser,"
more documentation and refactoring must be done to make this class better.
",0,0,0,0,0,0,0
complex-class,org.eclipse.cdt.internal.core.dom.lrparser.gcc.GCCParser,"
the parser is highly complex.
",0,0,0,0,1,1,0
complex-class,org.eclipse.cdt.internal.core.dom.lrparser.gcc.GCCSizeofExpressionParser,"
I know this class, no need to refactor.
",0,0,0,0,0,0,0
complex-class,org.eclipse.cdt.internal.core.dom.parser.AbstractGNUSourceCodeParser,"
this is an abstract class, we have done some refactorings to the children.
",1,0,0,0,0,0,0
complex-class,org.eclipse.cdt.internal.core.dom.parser.c.CVisitor,"
legacy code, it may be refactored for understandabilityâ?perhaps, some comment more.
",0,0,0,0,0,0,0
complex-class,org.eclipse.cdt.internal.core.dom.parser.c.GNUCSourceParser,"
this is complex code
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.core.dom.parser.cpp.CPPNodeFactory,"
the class is hard to understand and should be better documented. 
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.core.dom.parser.cpp.GNUCPPSourceParser,"
It doesn't change too much, the refactoring could be worth but not urgent.
",0,1,0,0,0,0,0
complex-class,org.eclipse.cdt.internal.core.dom.parser.cpp.semantics.CPPSemantics,"
this class is complex by definition.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.core.dom.parser.cpp.semantics.CPPTemplates,"
this class is complex by definition.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.core.dom.parser.cpp.semantics.CPPVisitor,"
this class is complex by definition.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.core.index.CIndex,"
too complex, some more documentation should be added.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.core.model.CModelManager,"
the manager treats C elements but it is old enouggh to be legacy.
",0,0,0,0,0,1,0
complex-class,org.eclipse.cdt.internal.core.model.PathEntryManager,"
legacy code, hard to touch.
",0,0,0,0,0,0,0
complex-class,org.eclipse.cdt.internal.core.model.TranslationUnit,"
too complex, the original developers are not anymore contributing so it is hard to get a way to refactor it.
",0,1,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.core.parser.scanner.CPreprocessor,"
it preprocesses things, it is normal that it is a bit more complex.
",0,0,0,0,1,1,0
complex-class,org.eclipse.cdt.internal.core.pdom.AbstractIndexerTask,"
it is too much complicated, but I can live with that.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.core.pdom.dom.PDOMFile,"
the DOM formulation is composite and makes the understanding hard. This is known issue.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.core.pdom.dom.PDOMLinkage,"
the DOM formulation is composite and makes the understanding hard. This is known issue.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.core.pdom.PDOM,"
documentation could be better given that it is hard to understand.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.core.pdom.PDOMManager,"
the class could be better organized for sure, it is a bit too complex.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.core.settings.model.CConfigurationDescription,"
it is not critical, this is a class that stays in the system since long time.
",0,0,0,1,0,0,0
complex-class,org.eclipse.cdt.internal.core.settings.model.CConfigurationSpecSettings,"
it is not critical, this is a class that stays in the system since long time.
",0,0,0,1,0,0,0
complex-class,org.eclipse.cdt.internal.core.settings.model.CProjectDescriptionManager,"
it is not critical, this is a class that stays in the system since long time.
",0,0,0,1,0,0,0
complex-class,org.eclipse.cdt.internal.corext.refactoring.code.flow.FlowAnalyzer,"
it has too many loops, but is normal. It may be refactored, if really needed.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.formatter.CodeFormatterVisitor,"
It is complex to read, but not that hard to modify.
",0,1,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.formatter.Scribe,"
it is a test, and seems to work decently well.
",0,0,0,0,0,0,1
complex-class,org.eclipse.cdt.internal.index.tests.IndexBugsTests,"
the class makes too many things, should be re-organized to increase readability.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.ui.editor.CEditor,"
it checks too many items, can be refactored but I would not say its' a priority.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.ui.ImageCombo,"
it checks too many items, can be refactored but I would not say its' a priority.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.ui.text.asm.AsmPartitionScanner,"
scanners are somehow too complex, but refactoring them would require a lot of time. 
",0,0,0,0,1,1,0
complex-class,org.eclipse.cdt.internal.ui.text.CAutoIndentStrategy,"
the auto-indent function seems too complicatedâ?
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.ui.text.CHeuristicScanner,"
this  has the reason to be complex, even tough some simplifications may be done.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.ui.text.CIndenter,"
this is naturally complex, I would not know how to refactor it. 
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.ui.text.CIndenter,"
too many methods and parameters.
",0,0,0,1,0,0,0
complex-class,org.eclipse.cdt.internal.ui.text.contentassist.DOMCompletionProposalComputer,"
this is a class that has to do with the DOM parsing and, as such, is way complex. 
",0,0,0,0,1,1,0
complex-class,org.eclipse.cdt.internal.ui.text.FastCPartitionScanner,"
the performance of this class is the reason not to refactor, despite it could be the case to reduce its complexity.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.ui.text.folding.DefaultCFoldingStructureProvider,"
mmm, the structure provider could be simplified. 
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.ui.text.spelling.engine.DefaultPhoneticHashProvider,"
has low readability, it should be fixed. 
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.ui.typehierarchy.THViewPart,"
we had discussions on refactoring this class because it was becoming too complex, I think we should rediscuss about it at 
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.ui.util.EditorUtility,"
the class implements easy to use operators, but is hard to get
",0,0,0,0,0,0,0
complex-class,org.eclipse.cdt.internal.ui.viewsupport.CElementLabelComposer,"
support views in eclipse requires some code, that's why this may have become complex.
",0,0,0,0,1,1,0
complex-class,org.eclipse.cdt.internal.ui.wizards.classwizard.NewClassCodeGenerator,"
clearly, this class is too complex but this depends on the functionalities it is responsible of. 
",0,0,0,0,1,1,0
complex-class,org.eclipse.cdt.internal.ui.wizards.dialogfields.ListDialogField,"
yess, this is a bit too complext, it may require some refactoring
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.ui.wizards.dialogfields.TreeListDialogField,"
not sure of how to refactor, but this is really unreadable.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.internal.ui.wizards.filewizard.AbstractFileCreationWizardPage,"
this class has a lot of methods that could be simplified. But after all I am ok with that.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.launch.AbstractCLaunchDelegate,"
too many methods.
",0,0,0,1,0,0,0
complex-class,org.eclipse.cdt.launch.ui.CAbstractMainTab,"
perhaps some parts of the code may be simplified. 
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.managedbuilder.core.ITool,"
too complex, should be improved. 
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.managedbuilder.core.ManagedBuildManager,"
the manager does too many things and is too complex.
",0,0,0,0,1,1,0
complex-class,org.eclipse.cdt.managedbuilder.internal.buildmodel.BuildDescription,"
too many if statements and loops, they make the class untouchable
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.managedbuilder.internal.core.Builder,"
there is again a case of too complex class.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.managedbuilder.internal.core.Configuration,"
the class is rarely modified, this is not in our list of things to do.
",0,1,0,0,0,0,0
complex-class,org.eclipse.cdt.managedbuilder.internal.core.FolderInfo,"
it just provides some basic information to the model, no need to be refactored.
",0,0,0,0,0,1,0
complex-class,org.eclipse.cdt.managedbuilder.internal.core.InputType,"
not clear if this class  really requires these too many functionalities.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.managedbuilder.internal.core.ManagedBuildInfo,"
the class could be surely improved, as it is now a bit hard to understand.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.managedbuilder.internal.core.MultiConfiguration,"
it checks multiple things and may be simplified.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.managedbuilder.internal.core.Option,"
it is not a priority, but it may be reduced in terms of size.
",0,0,0,1,0,0,0
complex-class,org.eclipse.cdt.managedbuilder.internal.core.OptionReference,"
it is not a priority, but it may be reduced in terms of size.
",0,0,0,1,0,0,0
complex-class,org.eclipse.cdt.managedbuilder.internal.core.Tool,"
sure, I know this is a problem. But it is not at the point to be refactored.
",0,0,0,0,0,0,0
complex-class,org.eclipse.cdt.managedbuilder.internal.core.ToolChain,"
sure, I know this is a problem. But it is not at the point to be refactored.
",0,0,0,0,0,0,0
complex-class,org.eclipse.cdt.managedbuilder.internal.core.ToolReference,"
sure, I know this is a problem. But it is not at the point to be refactored.
",0,0,0,0,0,0,0
complex-class,org.eclipse.cdt.managedbuilder.llvm.util.LlvmToolOptionPathUtil,"
unclear use of parameters and loops.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.managedbuilder.makegen.gnu.GnuMakefileGenerator,"
the class is complex by natureâ?No idea of how to deal with it.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.tests.dsf.concurrent.CacheTests,"
none.
",0,0,0,0,0,0,0
complex-class,org.eclipse.cdt.tests.dsf.gdb.framework.SyncUtil,"
complexity-wise, it is not that simple.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.tests.dsf.gdb.framework.SyncUtil,"
a utility class that does several things, possibly to refactor. 
",0,0,0,0,0,1,0
complex-class,org.eclipse.cdt.tests.dsf.gdb.tests.GDBPatternMatchingExpressionsTest,"
it is naturally complex because of the funcions it implements. 
",0,0,0,0,1,1,0
complex-class,org.eclipse.cdt.tests.dsf.gdb.tests.LaunchConfigurationAndRestartTest,"
the class does a number of things and this makes it quite complex. 
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.tests.dsf.gdb.tests.MIBreakpointsTest,"
class a bit hard to understand.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.tests.dsf.gdb.tests.MIBreakpointsTest,"
the test is complicated because the class it tests is complex as wellâ?it is hard to refactor if the class is not refactored first.
",0,0,0,0,1,0,1
complex-class,org.eclipse.cdt.tests.dsf.gdb.tests.MICatchpointsTest,"
it's clear how this class is complex, but this is something required here.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.tests.dsf.gdb.tests.MICatchpointsTest,"
the test tests a class that requires more loops
",0,0,0,0,1,0,1
complex-class,org.eclipse.cdt.tests.dsf.gdb.tests.MIExpressionsTest,"
poor documentation, poor readability.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.tests.dsf.gdb.tests.MIExpressionsTest,"
the way it tests MIExpressions can be improved, but not in the short term
",0,0,0,0,0,0,1
complex-class,org.eclipse.cdt.tests.dsf.gdb.tests.MIMemoryTest,"
I guess you're referring to the intrinsic complexity of the class.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.tests.dsf.gdb.tests.MIRegistersTest,"
it is actually too complex given what it should do. But it worksâ?
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.tests.dsf.gdb.tests.MIRegistersTest,"
the class has methods that should be re-designed.
",0,0,0,0,0,0,0
complex-class,org.eclipse.cdt.tests.dsf.gdb.tests.MIRunControlTargetAvailableTest,"
some methods seem to be too bad designed.
",0,0,0,0,0,0,0
complex-class,org.eclipse.cdt.tests.dsf.gdb.tests.tests_7_0.GDBMultiNonStopRunControlTest_7_0,"
The test is quite complex, yet I don't see the need for refactoring it.
",0,0,0,0,1,0,1
complex-class,org.eclipse.cdt.tests.dsf.gdb.tests.tests_7_0.GDBMultiNonStopRunControlTest_7_0,"
this is a class which is hard to comprehend. 
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.tests.dsf.ViewerUpdatesListener,"
i dont see excessive complexity.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.tests.dsf.vm.FormattedValueTests,"
the readability may be improved, yet I think the code is ok.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.ui.actions.CustomFiltersActionGroup,"
it is not often changed, so no need to refactor.
",0,1,0,0,0,0,0
complex-class,org.eclipse.cdt.ui.CUIPlugin,"
the class may be made simpler, but it really not the priority now.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.ui.dialogs.IndexerBlock,"
it's a bit too complex, but it doesn't change too much.
",0,1,0,0,1,0,0
complex-class,org.eclipse.cdt.ui.dialogs.RegexErrorParserOptionPage,"
could be simplified.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.ui.newui.AbstractCPropertyTab,"
I am ok with this class, even tough may become problematic.
",0,0,0,0,0,0,0
complex-class,org.eclipse.cdt.ui.newui.AbstractLangsListTab,"
there are too many methods implemented, it'll require some changes in the future.
",0,1,0,0,0,0,0
complex-class,org.eclipse.cdt.ui.newui.AbstractPage,"
as long as the children won't change, this class will not change as well. 
",1,1,0,1,0,0,0
complex-class,org.eclipse.cdt.ui.newui.AbstractPage,"
this is an abstract class, we have done some refactorings to the children.
",1,0,0,0,0,0,0
complex-class,org.eclipse.cdt.ui.newui.StructureTreeTab,"
this is slightly complex, I see.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.ui.PreferenceConstants,"
it does what it has to do, it is not perfectly designed but still, I can live with that.
",0,0,0,0,0,0,0
complex-class,org.eclipse.cdt.ui.tests.DOMAST.DOMAST,"
all doms are complex, but it doesn't imply a refactoring.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.ui.tests.DOMAST.DOMASTNodeLeaf,"
this class has a number of complex statements, but this is clearly the case given its role.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.ui.tests.DOMAST.FindIASTNameDialog,"
no need to simplify
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.ui.tests.refactoring.rename.RenameRegressionTests,"
its just a test.
",0,0,0,0,0,0,1
complex-class,org.eclipse.cdt.ui.tests.refactoring.togglefunction.ToggleRefactoringTest,"
the class may be made simpler, I agree. 
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.ui.tests.text.AsmPartitionerTest,"
the class is rarely modified, hence not requiring special attentions.
",0,1,0,0,0,0,0
complex-class,org.eclipse.cdt.ui.tests.text.CodeFormatterTest,"
the problem exists complexity-wise, but there are classes requiring more.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.ui.tests.text.CodeFormatterTest,"
to format elements, this class makes a number of loops. It might have been done differently, but stillâ?
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.ui.tests.text.contentassist2.CompletionTests,"
the class is basically old enogh and stable, I see it may be problematic because of its poor understandability.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.ui.tests.text.contentassist2.CompletionTests,"
the class is hard to understand, but not really at the point to simplify it. 
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.ui.tests.text.CPartitionerTest,"
the class is clearly poorly readable, this may impact our attractiveness. 
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.ui.tests.text.selection.CPPSelectionTestsIndexer,"
this is prestty complex, it would require some refactoring.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.ui.tests.text.selection.CPPSelectionTestsNoIndexer,"
already since the beginning, the class looked complex.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.ui.text.CSourceViewerConfiguration,"
too many methods.
",0,0,0,1,0,0,0
complex-class,org.eclipse.cdt.ui.wizards.NewClassCreationWizardPage,"
this has been problematic because of the many complex methods it contains.
",0,0,0,0,1,0,0
complex-class,org.eclipse.cdt.ui.wizards.NewClassCreationWizardPage,"
this is a class that was created to replace the old way of doing a wizard page. Its still a bit too complex.
",0,0,0,0,1,1,0
complex-class,org.eclipse.cdt.utils.ui.controls.ControlFactory,"
this class is just used by other classes, I do not think it should be refactored.
",0,0,0,0,0,0,0
complex-class,org.eclipse.cdt.utils.ui.controls.FileListControl,"
I see the point, but I would not refactor it.
",0,0,0,0,0,0,0
blob,org.apache.cassandra.cli.CliClient,"
We know this is problematic, but no refactoring at the moment
",0,0,0,0,0,0,0
blob,org.apache.cassandra.config.CFMetaData,"
There are utilitity methods that should be moved in another class
",0,0,0,0,0,1,0
blob,org.apache.cassandra.config.DatabaseDescriptor,"
Too much LOC. The class is difficult to understand
",0,0,0,1,1,0,0
blob,org.apache.cassandra.cql3.statements.SelectStatement,"
Too much LOC, few comments. Class difficult to understand
",0,0,0,1,1,0,0
blob,org.apache.cassandra.cql3.statements.SelectStatementTest,"
Very complex class
",0,0,0,0,1,0,0
blob,org.apache.cassandra.db.ColumnFamilyStore,"
Complex class
",0,0,0,0,1,0,0
blob,org.apache.cassandra.db.ColumnFamilyStoreTest,"
Very complex class
",0,0,0,0,1,0,0
blob,org.apache.cassandra.db.compaction.CompactionManager,"
Too much LOC, too confused
",0,0,0,1,1,0,0
blob,org.apache.cassandra.db.context.CounterContext,"
Low cohesion
",0,0,1,0,0,0,0
blob,org.apache.cassandra.db.SystemKeyspace,"
High number of LOC, high complexity
",0,0,0,1,1,0,0
blob,org.apache.cassandra.gms.Gossiper,"
Too much LOC, too confused
",0,0,0,1,1,0,0
blob,org.apache.cassandra.hadoop.pig.CqlNativeStorage,"
Too much LOC
",0,0,0,1,0,0,0
blob,org.apache.cassandra.io.sstable.SSTableReader,"
It's a blob
",0,0,0,1,0,0,0
blob,org.apache.cassandra.io.sstable.SSTableRewriterTest,"
Too much LOC, code confused
",0,0,0,1,1,0,0
blob,org.apache.cassandra.locator.TokenMetadata,"
Too much LOC, too methods in the class
",0,0,0,1,0,0,0
blob,org.apache.cassandra.metrics.ColumnFamilyMetrics,"
Too much LOC
",0,0,0,1,0,0,0
blob,org.apache.cassandra.net.MessagingService,"
Class difficult to understand
",0,0,0,0,1,0,0
blob,org.apache.cassandra.service.StorageProxy,"
Too much LOC
",0,0,0,1,0,0,0
blob,org.apache.cassandra.service.StorageService,"
Low cohesion
",0,0,1,0,0,0,0
blob,org.apache.cassandra.thrift.CassandraServer,"
Too parameters in the method declaration. But this is not our priority now
",0,0,0,1,0,0,0
blob,org.apache.cassandra.thrift.KsDef,"
This is a problem, but not really a big one.
",0,0,0,0,0,0,0
blob,org.apache.cassandra.thrift.MultiSliceRequest,"
While I see the problem, this does not have a central role in the system.
",0,0,0,0,0,0,0
blob,org.apache.cassandra.thrift.SliceRange,"
I do not see this as our main issue.
",0,0,0,0,0,0,0
blob,org.apache.cassandra.thrift.TimedOutException,"
It is something we will hve to look at.
",0,0,0,0,0,0,0
blob,org.apache.cassandra.thrift.TokenRange,"
Not really an issue after all
",0,0,0,0,0,0,0
blob,org.apache.cassandra.tools.NodeProbe,"
Code should be rewrited in a way more comprehensible
",0,0,0,0,1,0,0
blob,org.apache.cassandra.utils.MerkleTree,"
Low cohesion
",0,0,1,0,0,0,0
blob,org.apache.cxf.systest.type_test.AbstractTypeTestClient4,"
Too much LOC
",0,0,0,1,0,0,0
blob,org.apache.cxf.systest.ws.coverage_checker.CryptoCoverageCheckerTest,"
Too much LOC, low cohesion
",0,0,1,1,0,0,0
blob,org.apache.cxf.systest.ws.rm.SequenceTest,"
It's a blob
",0,0,0,1,0,0,0
blob,org.apache.cxf.systest.ws.saml.SamlTokenTest,"
Too much LOC
",0,0,0,1,0,0,0
blob,org.apache.cxf.systest.ws.x509.X509TokenTest,"
Too much LOC, low cohesion
",0,0,1,1,0,0,0
blob,org.apache.cxf.tools.corba.processors.idl.IDLLexer,"
Too many responsabilities
",0,0,1,0,0,0,0
blob,org.apache.cxf.tools.corba.processors.idl.IDLParser,"
Too much LOC, code confused
",0,0,0,1,1,0,0
blob,org.apache.cxf.tools.corba.processors.wsdl.WSDLParameter,"
Class difficult to understand
",0,0,0,0,1,0,0
blob,org.apache.cxf.tools.corba.processors.wsdl.WSDLToCorbaBinding,"
It is a well-known problem, it is huge in size and has high coupling 
",1,0,0,1,0,0,0
blob,org.apache.cxf.tools.corba.processors.wsdl.WSDLToCorbaHelper,"
We have to take care of tihs
",0,0,0,0,0,0,0
blob,org.apache.cxf.tools.corba.processors.wsdl.WSDLToIDLAction,"
We are already planning some refactoring activities on this class
",0,0,0,0,0,0,0
blob,org.apache.cxf.tools.corba.processors.WSDLToCorbaBindingTest,"
We are already planning some refactoring activities on this class
",0,0,0,0,0,0,0
blob,org.apache.cxf.tools.corba.processors.WSDLToCorbaBindingTypeTest,"
This is a key class and should be refactored.
",0,0,0,0,0,0,0
blob,org.apache.cxf.tools.corba.processors.WSDLToIDLGenerationTest,"
This is critical, I know
",0,0,0,0,0,0,0
blob,org.apache.cxf.tools.java2wsdl.processor.JavaToProcessorTest,"
It is horribly designed, we should refactor it
",0,0,0,0,0,0,0
blob,org.apache.cxf.tools.wadlto.jaxrs.JAXRSContainerTest,"
We know the problem, working on it ASAP
",0,0,0,0,0,0,0
blob,org.apache.cxf.tools.wadlto.jaxrs.SourceGenerator,"
Terrible, this is critical
",0,0,0,0,0,0,0
blob,org.apache.cxf.tools.wsdlto.databinding.jaxb.JAXBDataBinding,"
It is hard to understand 
",0,0,0,0,1,0,0
blob,org.apache.cxf.tools.wsdlto.frontend.jaxws.customization.CustomizationParser,"
Comple class with low maintainability
",0,0,0,0,0,0,0
blob,org.apache.cxf.tools.wsdlto.frontend.jaxws.processor.internal.ParameterProcessor,"
This is poorly maintanable, we need to fix it
",0,0,0,0,0,0,0
blob,org.apache.cxf.tools.wsdlto.frontend.jaxws.processor.internal.ServiceProcessor,"
This is creating problems also for me.
",0,0,0,0,0,0,0
blob,org.apache.cxf.tools.wsdlto.jaxws.CodeGenBugTest,"
Not maintainable, hard to udnerstad
",0,0,0,0,1,0,0
blob,org.apache.cxf.tools.wsdlto.jaxws.CodeGenTest,"
This is a problem, we are designing a possible solution.
",0,0,0,0,0,0,0
