,smell,entropy,class,correct_prediction,important_features,criticality,comments,coupling,changehistory,cohesion,size,complexity,production,testing,selected_cohesion,selected_coupling,selected_size,selected_complexity,selected_changehistory,selected_production,selected_testing
6,complex-class,2.048795582,org.apache.cassandra.db.SystemKeyspace,TRUE,"['WMC', 'CBO', 'RFC', 'NOAM_type', 'WOC_type']",1,"
it may be refactored for comprehensibility, but it works and so there is no need now to do it. 
",0,0,0,0,1,0,0,0,1,1,1,0,0,0
7,complex-class,2.188396263,org.apache.cassandra.gms.Gossiper,TRUE,"['WMC', 'NIM_type', 'CBO', 'RFC', 'TCC_type']",1,"
the class is surely poorly understandable, yet I would postpone the refactoring till its stable.
",0,0,0,0,1,0,0,1,1,1,1,0,0,0
8,complex-class,1.962680435,org.apache.cassandra.io.sstable.SSTableReader,TRUE,"['WMC', 'CBO', 'RFC', 'NOAM_type', 'WOC_type']",1,"
this is something we were considering since the class is complex enough not to allow everybody to work on it. We will do that at some oiint.
",0,0,0,0,1,0,0,0,1,1,1,0,0,0
9,complex-class,1.978472903,org.apache.cassandra.service.StorageService,TRUE,"['WMC', 'CBO', 'RFC', 'NOAM_type', 'TCC_type']",1,"
the service is a legacy code
",0,0,0,0,0,1,0,1,1,1,1,0,0,0
10,complex-class,2.033129735,org.apache.cassandra.service.StorageServiceMBean,TRUE,"['WMC', 'CBO', 'RFC', 'WOC_type', 'NOAM_type']",1,"
the class is too complex.
",0,0,0,0,1,0,0,0,1,1,1,0,0,0
11,complex-class,2.030934424,org.apache.cassandra.thrift.CassandraServer,TRUE,"['WMC', 'CBO', 'RFC', 'NIM_type', 'number_private_visibility_attributes']",1,"
the sever actions are legacy, but a refactoring aimed at reducing its complexity may be worth.
",0,0,0,0,1,0,0,0,1,1,1,0,0,0
12,complex-class,1.946057696,org.apache.cassandra.thrift.CfDef,TRUE,"['WMC', 'CBO', 'RFC', 'number_final_static_methods', 'NOAM_type']",1,"
this class would need some massaging to increase readability, but is not that urgent IMO
",0,0,0,0,1,0,0,0,1,1,1,0,0,0
13,complex-class,2.055672679,org.apache.cassandra.tools.NodeProbe,TRUE,"['WMC', 'CBO', 'RFC', 'WOC_type', 'NOAM_type']",1,"
a number of loops may be simplified. 
",0,0,0,0,1,0,0,0,1,1,1,0,0,0
14,complex-class,1.707991615,org.apache.cayenne.access.translator.ejbql.EJBQLConditionTranslator,TRUE,"['WMC', 'CBO', 'number_final_not_static_methods', 'NOAM_type', 'RFC']",2,"
there are too many conditions covered, it needs to be found a way to simplify the class.
",0,0,0,0,1,0,0,0,1,1,1,0,0,0
15,complex-class,1.600045938,org.apache.cayenne.dba.oracle.OracleResultSetWrapper,TRUE,"['WMC', 'CBO', 'number_final_not_static_methods', 'RFC', 'NOAM_type']",2,"
it wraps too many arguments and this makes the class unreadable.
",0,0,0,1,0,0,0,0,1,1,1,0,0,0
16,complex-class,1.610634854,org.apache.cayenne.exp.ExpressionFactory,TRUE,"['WMC', 'CBO', 'is_procedural', 'WOC_type', 'RFC']",2,"
the factory is hard to understand and every time I make a change I spend a lot of time.
",0,1,0,0,1,1,0,0,1,1,1,0,1,0
17,complex-class,1.604457366,org.apache.cayenne.map.DataMap,TRUE,"['WMC', 'CBO', 'NOCS_package', 'RFC', 'NOAM_type']",2,"
It is an extreme case of complexity that may be solved.
",0,0,0,0,1,0,0,0,1,1,1,0,0,0
18,complex-class,1.575583404,org.apache.cayenne.map.MapLoader,TRUE,"['WMC', 'CBO', 'NOAM_type', 'RFC', 'NIM_type']",2,"
this is a complex class with too many methods
",0,0,0,0,1,0,0,0,1,1,1,0,0,0
19,complex-class,1.540270711,org.apache.cayenne.map.ObjEntity,TRUE,"['WMC', 'CBO', 'RFC', 'WOC_type', 'NOCS_package']",2,"
i am aware of the high complexity of the class, i am currently working to reduce it.
",0,0,0,0,1,0,0,0,1,1,1,0,0,0
20,complex-class,1.479141832,org.apache.cayenne.modeler.ProjectController,TRUE,"['WMC', 'CBO', 'RFC', 'NOAM_type', 'number_constructor_NotDefaultConstructor_methods']",2,"
it is too complex, should be refactored.
",0,0,0,0,1,0,0,0,1,1,1,0,0,0
21,complex-class,2.186447136,org.apache.cxf.jaxrs.client.AbstractClient,FALSE,"['RFC', 'CBO', 'NOAM_type', 'NOCS_package', 'WOC_type']",0,"
it is an abstract class, does nto require changes despite it could have been designed better.
",0,1,0,0,0,0,0,0,1,1,1,0,0,0
22,complex-class,2.290082509,org.apache.cxf.jaxrs.client.WebClient,FALSE,"['RFC', 'CBO', 'NOAM_type', 'NOCS_package', 'WOC_type']",0,"
this is not really a problem since it doesn't change too much.
",0,1,0,0,0,0,0,0,1,1,1,0,0,0
23,complex-class,1.46129549,org.apache.cxf.jaxrs.impl.UriBuilderImpl,TRUE,"['WMC', 'CBO', 'RFC', 'number_private_visibility_attributes', 'WOC_type']",2,"
the class is too complex
",0,0,0,0,1,0,0,0,1,1,1,0,0,0
24,complex-class,1.81116571,org.apache.cxf.jaxrs.impl.UriBuilderImplTest,FALSE,"['RFC', 'CBO', 'WMC', 'NOAM_type', 'TCC_type']",0,"
as long as the test finds bugs, it is ok to have complexity. 
",0,0,0,1,1,0,1,1,1,1,1,0,0,0
25,complex-class,1.979849938,org.apache.cxf.jaxrs.provider.JAXBElementProviderTest,FALSE,"['RFC', 'NOAM_type', 'CBO', 'WMC', 'number_private_visibility_attributes']",0,"
again, the test works well.
",0,0,0,0,0,0,1,0,1,1,1,0,0,0
26,complex-class,1.482489091,org.apache.cxf.jaxrs.provider.json.JSONProviderTest,FALSE,"['WMC', 'CBO', 'RFC', 'NOPA_type', 'NOAM_type']",0,"
again, the test works well.
",0,0,0,0,0,0,1,0,1,1,1,0,0,0
27,complex-class,1.691232796,org.apache.cxf.jaxrs.utils.InjectionUtils,FALSE,"['WMC', 'CBO', 'NIM_type', 'WOC_type', 'NOAM_type']",0,"
thanks for your email. I see the problem of the class, but I can still apply changes to it so I do not need now to refactor.
",0,1,0,0,0,0,0,0,1,1,1,0,0,0
28,complex-class,1.786258552,org.apache.cxf.jaxrs.utils.JAXRSUtils,FALSE,"['CBO', 'WMC', 'NIM_type', 'NOAM_type', 'WOC_type']",0,"
thanks for your email. I see the problem of the class, but I can still apply changes to it so I do not need now to refactor.
",0,1,0,0,0,0,0,0,1,1,1,0,0,0
29,complex-class,1.593610565,org.apache.cxf.jaxrs.utils.JAXRSUtilsTest,FALSE,"['RFC', 'CBO', 'WMC', 'NOAM_type', 'WOC_type']",0,"
thanks for your email. I see the problem of the class, but I can still apply changes to it so I do not need now to refactor.
",0,1,0,0,0,0,0,0,1,1,1,0,0,0
30,complex-class,2.166283156,org.apache.cxf.rs.security.jose.jwe.JweUtils,FALSE,"['RFC', 'NOAM_type', 'WMC', 'number_private_visibility_attributes', 'TCC_type']",0,"
it is just a class with some methods useful for others, it is complex because it is mixedâ€?but is OK.
",0,0,0,0,1,1,0,1,0,1,1,0,0,0
31,complex-class,1.764808476,org.apache.cxf.rt.security.crypto.CryptoUtils,FALSE,"['CBO', 'WMC', 'NIM_type', 'NOAM_type', 'RFC']",0,"
it is just a class with some methods useful for others, it is complex because it is mixedâ€?but is OK.
",0,0,0,0,1,1,0,0,1,1,1,0,0,0
32,complex-class,1.517451694,org.apache.cxf.staxutils.StaxUtils,TRUE,"['CBO', 'WMC', 'RFC', 'WOC_type', 'NIM_type']",2,"
this is a utility class, but since it is changed frequently it would be worth to simplify.
",0,1,0,0,1,1,0,0,1,1,1,0,0,0
33,complex-class,1.641707823,org.apache.cxf.systest.handlers.HandlerInvocationTest,TRUE,"['WMC', 'CBO', 'NOCS_package', 'NOAM_type', 'RFC']",2,"
the complexity should be reduced to allow simpler modifications
",0,0,0,0,1,0,0,0,1,1,1,0,0,0
34,complex-class,1.440569821,org.apache.cxf.systest.jaxrs.JAXRSClientServerBookTest,TRUE,"['WMC', 'CBO', 'RFC', 'NOAM_type', 'WOC_type']",2,"
it works, but every time I need to modify it I become crazyâ€?
",0,1,0,0,0,0,0,0,1,1,1,0,0,0
35,complex-class,1.490995373,org.apache.cxf.systest.jaxrs.JAXRSMultipartTest,TRUE,"['WMC', 'CBO', 'WOC_type', 'NOAM_type', 'NOCS_package']",2,"
there are too many paths covered, it shouldn't be so. 
",0,0,0,0,1,0,0,0,1,1,1,0,0,0
36,complex-class,1.449051984,org.apache.cxf.systest.jaxrs.MultipartStore,TRUE,"['CBO', 'WMC', 'RFC', 'NOAM_type', 'number_private_visibility_attributes']",2,"
the complexity of this class is notably high, it would need some refactoring.
",0,0,0,0,1,0,0,0,1,1,1,0,0,0
37,complex-class,1.668517501,org.apache.cxf.systest.sts.batch.SimpleBatchSTSClient,TRUE,"['WMC', 'CBO', 'NOAM_type', 'RFC', 'is_procedural']",2,"
""it should be a """"simple"""" batch, but is actually horribly designedâ€?""
",0,0,0,0,0,1,0,0,1,1,1,0,1,0
38,complex-class,1.630620667,org.apache.cxf.systest.type_test.AbstractTypeTestClient,TRUE,"['WMC', 'CBO', 'WOC_type', 'RFC', 'NOAM_type']",2,"
we are aware this may require some action to improve readability
",0,0,0,0,1,0,0,0,1,1,1,0,0,0
39,complex-class,1.954001513,org.apache.cxf.systest.type_test.AbstractTypeTestClient2,FALSE,"['RFC', 'number_final_not_static_methods', 'CBO', 'WOC_type', 'number_protected_visibility_attributes']",2,"
we are aware this may require some action to improve readability
",0,0,0,0,1,0,0,0,1,1,1,0,0,0
40,complex-class,1.406598363,org.apache.cxf.systest.type_test.AbstractTypeTestClient3,TRUE,"['WMC', 'CBO', 'RFC', 'NOAM_type', 'WOC_type']",2,"
we are aware this may require some action to improve readability
",0,0,0,0,1,0,0,0,1,1,1,0,0,0
41,complex-class,2.164714494,org.apache.cxf.systest.type_test.AbstractTypeTestClient4,FALSE,"['RFC', 'CBO', 'WMC', 'NOAM_type', 'WOC_type']",2,"
we are aware this may require some action to improve readability
",0,0,0,0,1,0,0,0,1,1,1,0,0,0
42,complex-class,1.443995769,org.apache.cxf.tools.corba.processors.idl.IDLLexer,TRUE,"['WMC', 'CBO', 'RFC', 'NOAM_type', 'number_constructor_NotDefaultConstructor_methods']",2,"
the lexer is problematic per se, but it could be possible to reduce the number of conditions checked by the class.
",0,0,0,0,1,0,0,0,1,1,1,0,0,0
43,complex-class,1.642700976,org.apache.cxf.tools.corba.processors.idl.IDLParser,TRUE,"['WMC', 'CBO', 'number_final_not_static_methods', 'NOAM_type', 'RFC']",2,"
also in this case, the complexity may be reduced. 
",0,0,0,0,1,0,0,0,1,1,1,0,0,0
44,complex-class,1.551593918,org.apache.cxf.tools.corba.processors.wsdl.WSDLToCorbaHelper,TRUE,"['WMC', 'CBO', 'RFC', 'number_private_visibility_attributes', 'WOC_type']",2,"
it is complex, should be redesigned.
",0,0,0,0,1,0,0,0,1,1,1,0,0,0
45,complex-class,1.416862949,org.apache.cxf.ws.rm.persistence.jdbc.RMTxStore,TRUE,"['WMC', 'CBO', 'NOAM_type', 'WOC_type', 'RFC']",2,"
it is simply unreadable, it must be fixed. 
",0,0,0,0,1,0,0,0,1,1,1,0,0,0
46,complex-class,1.475598856,org.apache.cxf.wsdl.service.factory.ReflectionServiceFactoryBean,TRUE,"['WMC', 'CBO', 'RFC', 'is_procedural', 'NOAM_type']",2,"
too many if conditions, needs refactoring.
",0,0,0,0,1,0,0,0,1,1,1,0,1,0
47,complex-class,1.613851766,org.apache.jackrabbit.api.security.user.UserManagerSearchTest,TRUE,"['WMC', 'CBO', 'RFC', 'WOC_type', 'NOAM_type']",2,"
it is extremely complex!
",0,0,0,0,1,0,0,0,1,1,1,0,0,0
48,complex-class,2.066582537,org.apache.jackrabbit.commons.JcrUtils,TRUE,"['RFC', 'WMC', 'CBO', 'NOAM_type', 'NOC_type']",1,"
a utility class may be like that, I dont see a big problem.
",0,0,0,0,0,1,0,0,1,1,1,0,0,0
49,complex-class,2.245746598,org.apache.jackrabbit.core.NodeImpl,FALSE,"['WMC', 'CBO', 'RFC', 'NIM_type', 'number_private_visibility_attributes']",0,"
this is a clear case of wrong implementation, that is even hard to fix
",0,0,0,0,1,0,0,0,1,1,1,0,0,0
50,complex-class,2.233448703,org.apache.jackrabbit.core.query.lucene.SearchIndex,FALSE,"['WMC', 'NIM_type', 'CBO', 'RFC', 'NOAM_type']",0,"
the index has almost never touched since time.
",0,1,0,0,0,0,0,0,1,1,1,0,0,0
51,complex-class,1.780966166,org.apache.jackrabbit.core.RepositoryImpl,FALSE,"['WMC', 'CBO', 'NIM_type', 'NOAM_type', 'RFC']",0,"
not really an issue, it doesnt change too often.
",0,1,0,0,0,0,0,0,1,1,1,0,0,0
52,complex-class,1.942679779,org.apache.jackrabbit.core.SessionImpl,FALSE,"['RFC', 'NOAM_type', 'WMC', 'number_private_visibility_attributes', 'CBO']",0,"
while it is poorly understandable, the modifications here are limited.
",0,1,0,0,1,0,0,0,1,1,1,0,0,0
53,complex-class,1.816199363,org.apache.jackrabbit.jcr2spi.AbstractJCR2SPITest,FALSE,"['WMC', 'CBO', 'NIM_type', 'RFC', 'NOAM_type']",0,"
as long as the test finds bugs, it is ok to have complexity. 
",0,0,0,1,1,0,1,0,1,1,1,0,0,0
54,complex-class,2.295659113,org.apache.jackrabbit.jcr2spi.NodeImpl,FALSE,"['RFC', 'number_private_visibility_attributes', 'NOAM_type', 'WMC', 'CBO']",0,"
yeah, I am aware this may be done better. The time I have is limited to simplify it.
",0,0,0,0,1,0,0,0,1,1,1,0,0,0
55,complex-class,1.596202192,org.apache.jackrabbit.spi.commons.logging.RepositoryServiceLogger,TRUE,"['WMC', 'CBO', 'RFC', 'TCC_type', 'NOCS_package']",2,"
this must be simplified, I agree with that. 
",0,0,0,0,1,0,0,1,1,1,1,0,0,0
56,complex-class,1.719777048,org.apache.jackrabbit.spi.commons.query.qom.QueryObjectModelFactoryImpl,TRUE,"['CBO', 'WMC', 'NOCS_package', 'RFC', 'NOAM_type']",2,"
the factory implementation borned as a design pattern, but the experiment went wrongâ€?
",0,0,0,0,0,1,0,0,1,1,1,0,0,0
57,complex-class,1.638322897,org.apache.jackrabbit.spi.commons.query.sql.JCRSQLParser,TRUE,"['WMC', 'CBO', 'NOCS_package', 'NOAM_type', 'TCC_type']",2,"
classes like this one should be simplified, otherwise it is simply impossible to work.
",0,0,0,0,1,0,0,1,1,1,1,0,0,0
58,complex-class,1.433045835,org.apache.jackrabbit.spi.commons.query.xpath.XPathTokenManager,TRUE,"['WMC', 'CBO', 'RFC', 'WOC_type', 'NOAM_type']",2,"
this is too complex, there are too many conditions checked. Perhaps it would be better to split the manager in two.
",0,0,0,0,1,1,0,0,1,1,1,0,0,0
59,complex-class,1.727188393,org.apache.jackrabbit.spi.RepositoryService,TRUE,"['WMC', 'CBO', 'number_final_not_static_methods', 'RFC', 'WOC_type']",2,"
it is really complex, I have problems while touching it and I was already considering the idea of removing this class.
",0,1,0,0,1,0,0,0,1,1,1,0,0,0
60,complex-class,2.04032,org.apache.jackrabbit.test.api.version.RestoreTest,FALSE,"['RFC', 'NOAM_type', 'number_private_visibility_attributes', 'WMC', 'CBO']",0,"
it's a test, so no need to really think about its complexity.
",0,0,0,0,1,0,1,0,1,1,1,0,0,0
61,complex-class,2.021661761,org.apache.jackrabbit.test.api.version.simple.RestoreTest,FALSE,"['RFC', 'NOAM_type', 'WMC', 'number_private_visibility_attributes', 'NIM_type']",0,"
it's a test, so no need to really think about its complexity.
",0,0,0,0,1,0,1,0,0,1,1,0,0,0
62,complex-class,2.070639501,org.apache.jackrabbit.test.api.version.VersionHistoryTest,FALSE,"['RFC', 'WMC', 'NOAM_type', 'number_private_visibility_attributes', 'CBO']",0,"
it's a test, so no need to really think about its complexity.
",0,0,0,0,1,0,1,0,1,1,1,0,0,0
63,complex-class,1.86275334,org.apache.jackrabbit.test.api.version.VersionTest,FALSE,"['RFC', 'WMC', 'NOAM_type', 'CBO', 'number_private_visibility_attributes']",0,"
it's a test, so no need to really think about its complexity.
",0,0,0,0,1,0,1,0,1,1,1,0,0,0
64,complex-class,2.116260223,org.apache.jena.atlas.iterator.Iter,TRUE,"['RFC', 'CBO', 'NOAM_type', 'WOC_type', 'WMC']",1,"
too many loops, yet sometimes this is required. 
",0,0,0,0,1,0,0,0,1,1,1,0,0,0
65,complex-class,1.905440079,org.apache.jena.jdbc.connections.AbstractJenaConnectionTests,TRUE,"['RFC', 'WMC', 'CBO', 'NOAM_type', 'WOC_type']",1,"
we did some refactoring but the complexity didn't decrease too much.
",0,0,0,0,1,0,0,0,1,1,1,0,0,0
66,complex-class,2.070113318,org.apache.jena.jdbc.connections.JenaConnection,TRUE,"['WMC', 'CBO', 'RFC', 'NOAM_type', 'NIM_type']",1,"
the connection could actually be simplified.
",1,0,0,0,1,0,0,0,1,1,1,0,0,0
67,complex-class,1.950595118,org.apache.jena.jdbc.metadata.JenaMetadata,TRUE,"['WMC', 'CBO', 'RFC', 'NOAM_type', 'TCC_type']",1,"
it is way too complex for the action it is supposed to do.
",0,0,0,0,1,0,0,1,1,1,1,0,0,0
68,complex-class,1.988642868,org.apache.jena.jdbc.metadata.results.MetaResultSet,TRUE,"['WMC', 'RFC', 'CBO', 'number_private_visibility_attributes', 'WOC_type']",1,"
the complexity of this class is not aligned with its functionalities.
",0,0,0,0,1,0,0,0,1,1,1,0,0,0
69,complex-class,2.037625483,org.apache.jena.jdbc.results.AbstractResultSetTests,TRUE,"['WMC', 'CBO', 'RFC', 'NOAM_type', 'NIM_type']",1,"
I see that an external notes that the design of the class could be improved (there are too many methods that do too many things), but I use to develop on this class and refactoring may be done at some point. 
",1,0,0,0,0,0,0,0,1,1,1,0,0,0
70,complex-class,1.936622432,org.apache.jena.jdbc.results.JenaResultSet,TRUE,"['WMC', 'CBO', 'RFC', 'NOAM_type', 'Avg-commit-size']",1,"
this is hard to understandâ€?but I usually develop here.
",0,0,0,0,1,0,0,0,1,1,1,1,0,0
71,complex-class,1.952363089,org.apache.jena.jdbc.statements.AbstractJenaStatementTests,TRUE,"['WMC', 'CBO', 'RFC', 'is_test', 'NOAM_type']",1,"
i'll do some refactoring, this is actually a bit too complex. 
",0,0,0,0,1,0,0,0,1,1,1,0,0,1
72,complex-class,1.930877829,org.apache.jena.ontology.impl.OntModelImpl,TRUE,"['WMC', 'CBO', 'RFC', 'NOAM_type', 'number_private_visibility_attributes']",1,"
thanksâ€?there are a number of loops that can be simplified.
",0,0,0,0,1,0,0,0,1,1,1,0,0,0
73,complex-class,2.021394179,org.apache.jena.ontology.impl.OntResourceImpl,TRUE,"['WMC', 'CBO', 'RFC', 'NOAM_type', 'TCC_type']",1,"
this is a case of wrong design that led to high complexity
",0,0,0,0,1,0,0,1,1,1,1,0,0,0
74,complex-class,2.156386908,org.apache.jena.ontology.OntModel,TRUE,"['WMC', 'CBO', 'NIM_type', 'RFC', 'NOAM_type']",1,"
the model is hard to modify, it should be redesigned.
",0,1,0,0,0,0,0,0,1,1,1,0,0,0
75,complex-class,2.057811619,org.apache.jena.ontology.OntResource,TRUE,"['WMC', 'CBO', 'RFC', 'NIM_type', 'NOAM_type']",1,"
simplifying it would be good for making newcomers more able to work on it.
",0,0,0,0,1,0,0,0,1,1,1,0,0,0
76,complex-class,1.976565898,org.apache.jena.permissions.model.impl.SecuredModelImpl,TRUE,"['WMC', 'CBO', 'RFC', 'WOC_type', 'number_private_visibility_attributes']",1,"
the model could for sure be simplified, I'll consider it.
",0,0,0,0,1,0,0,0,1,1,1,0,0,0
77,complex-class,2.23490059,org.apache.jena.permissions.model.SecuredModel,TRUE,"['WMC', 'CBO', 'RFC', 'number_package_visibility_attributes', 'number_private_visibility_attributes']",1,"
the model could for sure be simplified, I'll consider it.
",0,0,0,0,1,0,0,0,1,1,1,0,0,0
78,complex-class,1.962062938,org.apache.jena.permissions.model.SecuredModelTest,TRUE,"['WMC', 'CBO', 'RFC', 'number_private_visibility_attributes', 'num_static_not_final_attributes']",1,"
the problem here is that the test is complex because of the class tested. 
",0,0,0,0,1,0,1,0,1,1,1,0,0,0
79,complex-class,2.0427105,org.apache.jena.query.ParameterizedSparqlString,TRUE,"['WMC', 'RFC', 'TCC_type', 'WOC_type', 'NOAM_type']",1,"
the number of parameters of the class is high, this makes the class poorly understandable. However, it is used by several classes and may be risky to refactor it.
",0,0,0,0,1,0,0,1,0,1,1,0,0,0
80,complex-class,2.114054747,org.apache.jena.query.Query,TRUE,"['WMC', 'CBO', 'RFC', 'TCC_type', 'NOAM_type']",1,"
this is legacy code that is complex to read but also to refactor.
",0,0,0,0,1,0,0,1,1,1,1,0,0,0
81,complex-class,2.077756093,org.apache.jena.rdf.model.impl.ModelCom,TRUE,"['WMC', 'CBO', 'RFC', 'NIM_type', 'NOAM_type']",1,"
the components are slightly hard to understand.
",0,0,0,0,1,0,0,0,1,1,1,0,0,0
82,complex-class,2.278821999,org.apache.jena.rdf.model.Model,TRUE,"['CBO', 'RFC', 'number_private_visibility_attributes', 'NIM_type', 'NOAM_type']",1,"
too many methods implemented, where each of them uses too many parameters.
",0,0,0,1,0,0,0,0,1,1,1,0,0,0
83,complex-class,2.012669893,org.apache.jena.rdfxml.xmloutput.impl.Unparser,TRUE,"['WMC', 'CBO', 'RFC', 'NOAM_type', 'number_private_visibility_attributes']",1,"
this is a complex activity that requires some more methods.
",0,0,0,0,1,0,0,0,1,1,1,0,0,0
84,complex-class,2.03025772,org.apache.jena.sparql.expr.NodeValue,TRUE,"['WMC', 'CBO', 'RFC', 'number_final_not_static_methods', 'TCC_type']",1,"
> thanks for reaching me out. I'll take a look, the class seems too complex.
",0,0,0,0,1,0,0,1,1,1,1,0,0,0
85,complex-class,2.070163305,org.apache.jena.sparql.expr.nodevalue.XSDFuncOp,TRUE,"['WMC', 'CBO', 'RFC', 'WOC_type', 'NIM_type']",1,"
the class is not easily understandable for newcomers. 
",0,0,0,0,1,0,0,0,1,1,1,0,0,0
86,complex-class,1.990161036,org.apache.jena.sparql.expr.TestFunctions,TRUE,"['WMC', 'CBO', 'RFC', 'NOAM_type', 'TCC_type']",1,"
it tests functions, it may be improved but not now.
",0,0,0,0,0,0,1,1,1,1,1,0,0,0
87,complex-class,2.045803323,org.apache.jena.sparql.expr.TestFunctions2,TRUE,"['WMC', 'CBO', 'RFC', 'NIM_type', 'NMO_type']",1,"
it tests functions, it may be improved but not now.
",0,0,0,0,0,0,1,0,1,1,1,0,0,0
88,complex-class,2.176353172,org.apache.jena.sparql.lang.arq.ARQParser,TRUE,"['WMC', 'RFC', 'CBO', 'WOC_type', 'NOAM_type']",1,"
the parser is naturally complex, it may be improved but stillâ€?
",0,0,0,0,1,1,0,0,1,1,1,0,0,0
89,complex-class,1.988711074,org.apache.jena.sparql.lang.sparql_10.SPARQLParser10,TRUE,"['WMC', 'CBO', 'RFC', 'WOC_type', 'number_private_visibility_attributes']",1,"
this is a intrinsically complex class.
",0,0,0,0,1,0,0,0,1,1,1,0,0,0
90,complex-class,2.085831277,org.apache.jena.sparql.lang.sparql_11.SPARQLParser11,TRUE,"['WMC', 'CBO', 'RFC', 'WOC_type', 'NOAM_type']",1,"
this is a intrinsically complex class.
",0,0,0,0,1,0,0,0,1,1,1,0,0,0
91,complex-class,2.139473843,org.apache.jena.sparql.sse.builders.BuilderExpr,TRUE,"['WMC', 'CBO', 'RFC', 'TCC_type', 'WOC_type']",1,"
the way the expressions are constructed could be improved for readability.
",0,0,0,0,1,0,0,1,1,1,1,0,0,0
92,complex-class,1.460959212,org.apache.lucene.codecs.lucene50.Lucene50DocValuesProducer,TRUE,"['WMC', 'CBO', 'TCC_type', 'RFC', 'WOC_type']",2,"
the class is poorly cohesive and almost unreadable. 
",0,0,1,0,0,0,0,1,1,1,1,0,0,0
93,complex-class,1.431678554,org.apache.lucene.index.BaseDocValuesFormatTestCase,TRUE,"['WMC', 'CBO', 'RFC', 'NOCS_package', 'NOAM_type']",2,"
tests are important. So, it needs to be properly refactored, now it is a collection of things.
",0,0,0,0,0,0,1,0,1,1,1,0,0,0
94,complex-class,1.671891846,org.apache.lucene.index.IndexWriter,FALSE,"['WMC', 'RFC', 'CBO', 'NIM_type', 'WOC_type']",2,"
the index should be restructured, as is it is too complex.
",0,0,0,0,1,0,0,0,1,1,1,0,0,0
95,complex-class,1.56169296,org.apache.lucene.index.TestIndexWriter,TRUE,"['WMC', 'CBO', 'RFC', 'WOC_type', 'NOAM_type']",2,"
tests are important and especially this class has a key role in Lucene. So, it needs to be properly refactored, now it is a collection of things.
",0,0,0,0,0,0,1,0,1,1,1,0,0,0
96,complex-class,1.507099101,org.apache.lucene.index.TestIndexWriterExceptions,TRUE,"['CBO', 'WMC', 'RFC', 'WOC_type', 'NOAM_type']",2,"
tests are important. So, it needs to be properly refactored, now it is a collection of things.
",0,0,0,0,0,0,1,0,1,1,1,0,0,0
97,complex-class,1.365005217,org.apache.lucene.search.highlight.HighlighterTest,TRUE,"['WMC', 'CBO', 'RFC', 'NOAM_type', 'WOC_type']",2,"
this is another example of wrongly designed test that is too complex to be modified.
",0,1,0,0,1,0,1,0,1,1,1,0,0,0
98,complex-class,1.308362085,org.apache.lucene.util.LuceneTestCase,TRUE,"['WMC', 'CBO', 'RFC', 'NOAM_type', 'NOCS_package']",2,"
this is another example of wrongly designed test that is too complex to be modified.
",0,1,0,0,1,0,1,0,1,1,1,0,0,0
99,complex-class,1.383542911,org.apache.lucene.util.TestUtil,TRUE,"['WMC', 'CBO', 'RFC', 'WOC_type', 'NOAM_type']",2,"
this is another example of wrongly designed test that is too complex to be modified.
",0,1,0,0,1,0,1,0,1,1,1,0,0,0
100,complex-class,1.348439586,org.apache.mahout.math.Sorting,TRUE,"['WMC', 'CBO', 'RFC', 'WOC_type', 'NOAM_type']",2,"
this is long and hard to understand, there may be some refactoring ongoing. 
",0,0,0,1,1,0,0,0,1,1,1,0,0,0
101,complex-class,2.29591458,org.apache.solr.BaseDistributedSearchTestCase,FALSE,"['WMC', 'RFC', 'CBO', 'NOAM_type', 'WOC_type']",2,"
too many conditions changed over time and some dead code: these made the class complex and hard to maintain.
",0,1,0,0,1,0,0,0,1,1,1,0,0,0
102,complex-class,1.418504617,org.apache.solr.client.solrj.SolrClient,TRUE,"['WMC', 'CBO', 'RFC', 'WOC_type', 'NOAM_type']",2,"
as this is a core class, it should be less complex than it is currently.
",0,0,0,0,1,0,0,0,1,1,1,0,0,0
103,complex-class,1.464557224,org.apache.solr.client.solrj.SolrQuery,TRUE,"['WMC', 'CBO', 'RFC', 'WOC_type', 'NOCS_package']",2,"
as this is a core class, it should be less complex than it is currently.
",0,0,0,0,1,0,0,0,1,1,1,0,0,0
104,complex-class,1.408199646,org.apache.solr.cloud.AbstractFullDistribZkTestBase,TRUE,"['WMC', 'CBO', 'RFC', 'WOC_type', 'NOAM_type']",2,"
this is another example of wrongly designed test that is too complex to be modified.
",0,1,0,0,1,0,1,0,1,1,1,0,0,0
105,complex-class,1.651529555,org.apache.solr.cloud.OverseerCollectionMessageHandler,TRUE,"['WMC', 'CBO', 'NIM_type', 'RFC', 'NOAM_type']",2,"
this class was modified recently, that's why it became complex. We plan to do something. 
",0,1,0,0,1,0,0,0,1,1,1,0,0,0
106,complex-class,1.461577935,org.apache.solr.cloud.ZkController,TRUE,"['WMC', 'CBO', 'NOAM_type', 'NIM_type', 'number_private_visibility_attributes']",2,"
the class does too many things and would require some action. 
",0,0,0,0,1,0,0,0,1,1,1,0,0,0
107,complex-class,2.22047846,org.apache.solr.common.util.JavaBinCodec,FALSE,"['RFC', 'CBO', 'NOAM_type', 'WOC_type', 'number_final_static_methods']",2,"
yes, we are aware of the poor design and complexity of this class. 
",0,0,0,0,1,0,0,0,1,1,1,0,0,0
