,smell,entropy,class,correct_prediction,important_features,criticality,comments,coupling,changehistory,cohesion,size,complexity,production,testing,selected_cohesion,selected_coupling,selected_size,selected_complexity,selected_changehistory,selected_production,selected_testing
206,complex-class,1.344043401,org.apache.cxf.jaxrs.utils.JAXRSUtils,FALSE,"['CBO', 'NIM_type', 'RFC', 'number_constructor_NotDefaultConstructor_methods', 'number_private_visibility_attributes']",0,"
thanks for your email. I see the problem of the class, but I can still apply changes to it so I do not need now to refactor.
",0,1,0,0,0,0,0,0,1,1,1,0,0,0
207,complex-class,1.822332261,org.apache.cxf.jaxrs.utils.JAXRSUtilsTest,FALSE,"['RFC', 'C3', 'CBO', 'is_test', 'number_private_visibility_attributes']",0,"
thanks for your email. I see the problem of the class, but I can still apply changes to it so I do not need now to refactor.
",0,1,0,0,0,0,0,1,1,1,0,0,0,1
208,complex-class,2.256588483,org.apache.cxf.rs.security.jose.jwe.JweUtils,FALSE,"['RFC', 'C3', 'number_private_visibility_attributes', 'NIM_type', 'NOAM_type']",0,"
it is just a class with some methods useful for others, it is complex because it is mixedâ€?but is OK.
",0,0,0,0,1,1,0,1,0,1,1,0,0,0
209,complex-class,1.456740917,org.apache.cxf.rt.security.crypto.CryptoUtils,FALSE,"['CBO', 'NIM_type', 'TCC_type', 'number_private_visibility_attributes', 'RFC']",0,"
it is just a class with some methods useful for others, it is complex because it is mixedâ€?but is OK.
",0,0,0,0,1,1,0,1,1,1,1,0,0,0
210,complex-class,1.353583348,org.apache.cxf.staxutils.StaxUtils,TRUE,"['CBO', 'C3', 'RFC', 'NOI_package', 'number_private_visibility_attributes']",2,"
this is a utility class, but since it is changed frequently it would be worth to simplify.
",0,1,0,0,1,1,0,1,1,1,0,0,0,0
211,complex-class,1.322330135,org.apache.cxf.systest.handlers.HandlerInvocationTest,TRUE,"['CBO', 'NOCS_package', 'C3', 'RFC', 'NOAM_type']",2,"
the complexity should be reduced to allow simpler modifications
",0,0,0,0,1,0,0,1,1,1,0,0,0,0
212,complex-class,1.137466572,org.apache.cxf.systest.jaxrs.JAXRSClientServerBookTest,TRUE,"['CBO', 'C3', 'RFC', 'NOAM_type', 'number_private_visibility_attributes']",2,"
it works, but every time I need to modify it I become crazyâ€?
",0,1,0,0,0,0,0,1,1,1,0,0,0,0
213,complex-class,1.22428678,org.apache.cxf.systest.jaxrs.JAXRSMultipartTest,TRUE,"['CBO', 'NIM_type', 'C3', 'number_private_visibility_attributes', 'NOAM_type']",2,"
there are too many paths covered, it shouldn't be so. 
",0,0,0,0,1,0,0,1,1,1,1,0,0,0
214,complex-class,0.868301398,org.apache.cxf.systest.jaxrs.MultipartStore,TRUE,"['CBO', 'RFC', 'is_test', 'is_controller', 'NOI_package']",2,"
the complexity of this class is notably high, it would need some refactoring.
",0,0,0,0,1,0,0,0,1,1,0,0,1,1
215,complex-class,1.315141145,org.apache.cxf.systest.sts.batch.SimpleBatchSTSClient,TRUE,"['CBO', 'is_procedural', 'number_private_visibility_attributes', 'RFC', 'NOAM_type']",2,"
""it should be a """"simple"""" batch, but is actually horribly designedâ€?""
",0,0,0,0,0,1,0,0,1,1,0,0,1,0
216,complex-class,1.463350007,org.apache.cxf.systest.type_test.AbstractTypeTestClient,TRUE,"['CBO', 'C3', 'WOC_type', 'number_private_visibility_attributes', 'NOI_package']",2,"
we are aware this may require some action to improve readability
",0,0,0,0,1,0,0,1,1,1,1,0,0,0
217,complex-class,2.16342382,org.apache.cxf.systest.type_test.AbstractTypeTestClient2,FALSE,"['RFC', 'CBO', 'number_final_not_static_methods', 'C3', 'WOC_type']",2,"
we are aware this may require some action to improve readability
",0,0,0,0,1,0,0,1,1,1,1,0,0,0
218,complex-class,1.384308015,org.apache.cxf.systest.type_test.AbstractTypeTestClient3,TRUE,"['CBO', 'C3', 'RFC', 'WOC_type', 'NOI_package']",2,"
we are aware this may require some action to improve readability
",0,0,0,0,1,0,0,1,1,1,1,0,0,0
219,complex-class,2.130826845,org.apache.cxf.systest.type_test.AbstractTypeTestClient4,FALSE,"['CBO', 'C3', 'RFC', 'WOC_type', 'is_test']",2,"
we are aware this may require some action to improve readability
",0,0,0,0,1,0,0,1,1,1,1,0,0,1
220,complex-class,2.19957364,org.apache.cxf.tools.corba.processors.idl.IDLLexer,FALSE,"['CBO', 'C3', 'RFC', 'num_final_not_static_attributes', 'WOC_type']",2,"
the lexer is problematic per se, but it could be possible to reduce the number of conditions checked by the class.
",0,0,0,0,1,0,0,1,1,1,1,0,0,0
221,complex-class,1.50132223,org.apache.cxf.tools.corba.processors.idl.IDLParser,TRUE,"['CBO', 'C3', 'number_final_not_static_methods', 'NOAM_type', 'NOI_package']",2,"
also in this case, the complexity may be reduced. 
",0,0,0,0,1,0,0,1,1,1,0,0,0,0
222,complex-class,1.454956269,org.apache.cxf.tools.corba.processors.wsdl.WSDLToCorbaHelper,TRUE,"['CBO', 'C3', 'NIM_type', 'RFC', 'NOI_package']",2,"
it is complex, should be redesigned.
",0,0,0,0,1,0,0,1,1,1,1,0,0,0
223,complex-class,0.874295105,org.apache.cxf.ws.rm.persistence.jdbc.RMTxStore,TRUE,"['CBO', 'RFC', 'WOC_type', 'is_controller', 'NOI_package']",2,"
it is simply unreadable, it must be fixed. 
",0,0,0,0,1,0,0,0,1,1,1,0,1,0
224,complex-class,0.874320323,org.apache.cxf.wsdl.service.factory.ReflectionServiceFactoryBean,TRUE,"['CBO', 'is_procedural', 'RFC', 'number-committors', 'number_private_visibility_attributes']",2,"
too many if conditions, needs refactoring.
",0,0,0,0,1,0,0,0,1,1,0,1,1,0
225,complex-class,1.381604209,org.apache.jackrabbit.api.security.user.UserManagerSearchTest,TRUE,"['CBO', 'C3', 'WOC_type', 'NOCS_package', 'RFC']",2,"
it is extremely complex!
",0,0,0,0,1,0,0,1,1,1,1,0,0,0
226,complex-class,2.23140834,org.apache.jackrabbit.commons.JcrUtils,TRUE,"['C3', 'CBO', 'RFC', 'NOAM_type', 'WOC_type']",1,"
a utility class may be like that, I dont see a big problem.
",0,0,0,0,0,1,0,1,1,1,1,0,0,0
227,complex-class,2.282866016,org.apache.jackrabbit.core.NodeImpl,FALSE,"['CBO', 'NIM_type', 'number_private_visibility_attributes', 'C3', 'RFC']",0,"
this is a clear case of wrong implementation, that is even hard to fix
",0,0,0,0,1,0,0,1,1,1,1,0,0,0
228,complex-class,2.217835701,org.apache.jackrabbit.core.query.lucene.SearchIndex,FALSE,"['CBO', 'NIM_type', 'C3', 'NOAM_type', 'number_private_visibility_attributes']",0,"
the index has almost never touched since time.
",0,1,0,0,0,0,0,1,1,1,1,0,0,0
229,complex-class,1.819055509,org.apache.jackrabbit.core.RepositoryImpl,FALSE,"['CBO', 'C3', 'NIM_type', 'number_private_visibility_attributes', 'RFC']",0,"
not really an issue, it doesnt change too often.
",0,1,0,0,0,0,0,1,1,1,1,0,0,0
230,complex-class,2.136658744,org.apache.jackrabbit.core.SessionImpl,FALSE,"['RFC', 'C3', 'NIM_type', 'NOAM_type', 'CBO']",0,"
while it is poorly understandable, the modifications here are limited.
",0,1,0,0,1,0,0,1,1,1,1,0,0,0
231,complex-class,1.69999073,org.apache.jackrabbit.jcr2spi.AbstractJCR2SPITest,FALSE,"['CBO', 'C3', 'NIM_type', 'number_private_visibility_attributes', 'RFC']",0,"
as long as the test finds bugs, it is ok to have complexity. 
",0,0,0,1,1,0,1,1,1,1,1,0,0,0
232,complex-class,2.310981651,org.apache.jackrabbit.jcr2spi.NodeImpl,FALSE,"['C3', 'CBO', 'NIM_type', 'RFC', 'number_private_visibility_attributes']",0,"
yeah, I am aware this may be done better. The time I have is limited to simplify it.
",0,0,0,0,1,0,0,1,1,1,1,0,0,0
233,complex-class,1.566701896,org.apache.jackrabbit.spi.commons.logging.RepositoryServiceLogger,TRUE,"['CBO', 'C3', 'NOCS_package', 'RFC', 'NOI_package']",2,"
this must be simplified, I agree with that. 
",0,0,0,0,1,0,0,1,1,1,0,0,0,0
234,complex-class,1.578470396,org.apache.jackrabbit.spi.commons.query.qom.QueryObjectModelFactoryImpl,TRUE,"['CBO', 'C3', 'NOCS_package', 'is_procedural', 'LCOM5_type']",2,"
the factory implementation borned as a design pattern, but the experiment went wrongâ€?
",0,0,0,0,0,1,0,1,1,1,0,0,1,0
235,complex-class,1.213558077,org.apache.jackrabbit.spi.commons.query.sql.JCRSQLParser,TRUE,"['CBO', 'NOCS_package', 'NOI_package', 'TCC_type', 'C3']",2,"
classes like this one should be simplified, otherwise it is simply impossible to work.
",0,0,0,0,1,0,0,1,1,1,0,0,0,0
236,complex-class,0.956074386,org.apache.jackrabbit.spi.commons.query.xpath.XPathTokenManager,TRUE,"['CBO', 'C3', 'RFC', 'NOCS_package', 'NIM_type']",2,"
this is too complex, there are too many conditions checked. Perhaps it would be better to split the manager in two.
",0,0,0,0,1,1,0,1,1,1,1,0,0,0
237,complex-class,1.615444982,org.apache.jackrabbit.spi.RepositoryService,TRUE,"['CBO', 'C3', 'number_final_not_static_methods', 'RFC', 'LCOM5_type']",2,"
it is really complex, I have problems while touching it and I was already considering the idea of removing this class.
",0,1,0,0,1,0,0,1,1,1,0,0,0,0
238,complex-class,2.068849125,org.apache.jackrabbit.test.api.version.RestoreTest,FALSE,"['RFC', 'C3', 'CBO', 'NOAM_type', 'NIM_type']",0,"
it's a test, so no need to really think about its complexity.
",0,0,0,0,1,0,1,1,1,1,1,0,0,0
239,complex-class,2.107957128,org.apache.jackrabbit.test.api.version.simple.RestoreTest,FALSE,"['RFC', 'C3', 'CBO', 'number_private_visibility_attributes', 'NIM_type']",0,"
it's a test, so no need to really think about its complexity.
",0,0,0,0,1,0,1,1,1,1,1,0,0,0
240,complex-class,2.160387904,org.apache.jackrabbit.test.api.version.VersionHistoryTest,FALSE,"['RFC', 'C3', 'CBO', 'NOAM_type', 'NIM_type']",0,"
it's a test, so no need to really think about its complexity.
",0,0,0,0,1,0,1,1,1,1,1,0,0,0
241,complex-class,1.998494862,org.apache.jackrabbit.test.api.version.VersionTest,FALSE,"['RFC', 'C3', 'CBO', 'NOAM_type', 'NIM_type']",0,"
it's a test, so no need to really think about its complexity.
",0,0,0,0,1,0,1,1,1,1,1,0,0,0
242,complex-class,2.201518851,org.apache.jena.atlas.iterator.Iter,TRUE,"['C3', 'CBO', 'RFC', 'NOAM_type', 'WOC_type']",1,"
too many loops, yet sometimes this is required. 
",0,0,0,0,1,0,0,1,1,1,1,0,0,0
243,complex-class,2.068898032,org.apache.jena.jdbc.connections.AbstractJenaConnectionTests,TRUE,"['RFC', 'C3', 'CBO', 'NOAM_type', 'WOC_type']",1,"
we did some refactoring but the complexity didn't decrease too much.
",0,0,0,0,1,0,0,1,1,1,1,0,0,0
244,complex-class,2.161071478,org.apache.jena.jdbc.connections.JenaConnection,TRUE,"['CBO', 'C3', 'RFC', 'TCC_type', 'NIM_type']",1,"
the connection could actually be simplified.
",1,0,0,0,1,0,0,1,1,1,1,0,0,0
245,complex-class,2.027612282,org.apache.jena.jdbc.metadata.JenaMetadata,TRUE,"['CBO', 'C3', 'RFC', 'NOAM_type', 'NIM_type']",1,"
it is way too complex for the action it is supposed to do.
",0,0,0,0,1,0,0,1,1,1,1,0,0,0
246,complex-class,2.230134168,org.apache.jena.jdbc.metadata.results.MetaResultSet,TRUE,"['CBO', 'C3', 'RFC', 'number_private_visibility_attributes', 'WOC_type']",1,"
the complexity of this class is not aligned with its functionalities.
",0,0,0,0,1,0,0,1,1,1,1,0,0,0
247,complex-class,2.151555118,org.apache.jena.jdbc.results.AbstractResultSetTests,TRUE,"['CBO', 'C3', 'NIM_type', 'NOAM_type', 'RFC']",1,"
I see that an external notes that the design of the class could be improved (there are too many methods that do too many things), but I use to develop on this class and refactoring may be done at some point. 
",1,0,0,0,0,0,0,1,1,1,1,0,0,0
248,complex-class,1.963607251,org.apache.jena.jdbc.results.JenaResultSet,TRUE,"['CBO', 'C3', 'RFC', 'NOAM_type', 'Avg-commit-size']",1,"
this is hard to understandâ€?but I usually develop here.
",0,0,0,0,1,0,0,1,1,1,0,1,0,0
249,complex-class,2.029043131,org.apache.jena.jdbc.statements.AbstractJenaStatementTests,TRUE,"['CBO', 'C3', 'RFC', 'is_test', 'NOAM_type']",1,"
i'll do some refactoring, this is actually a bit too complex. 
",0,0,0,0,1,0,0,1,1,1,0,0,0,1
250,complex-class,1.807469892,org.apache.jena.ontology.impl.OntModelImpl,TRUE,"['CBO', 'RFC', 'C3', 'NOAM_type', 'NIM_type']",1,"
thanksâ€?there are a number of loops that can be simplified.
",0,0,0,0,1,0,0,1,1,1,1,0,0,0
251,complex-class,1.990159815,org.apache.jena.ontology.impl.OntResourceImpl,TRUE,"['CBO', 'C3', 'RFC', 'NOAM_type', 'NIM_type']",1,"
this is a case of wrong design that led to high complexity
",0,0,0,0,1,0,0,1,1,1,1,0,0,0
252,complex-class,2.242710472,org.apache.jena.ontology.OntModel,TRUE,"['CBO', 'C3', 'NIM_type', 'RFC', 'WOC_type']",1,"
the model is hard to modify, it should be redesigned.
",0,1,0,0,0,0,0,1,1,1,1,0,0,0
253,complex-class,2.135034343,org.apache.jena.ontology.OntResource,TRUE,"['CBO', 'C3', 'RFC', 'NIM_type', 'TCC_type']",1,"
simplifying it would be good for making newcomers more able to work on it.
",0,0,0,0,1,0,0,1,1,1,1,0,0,0
254,complex-class,2.031719573,org.apache.jena.permissions.model.impl.SecuredModelImpl,TRUE,"['CBO', 'C3', 'RFC', 'TCC_type', 'NOCS_package']",1,"
the model could for sure be simplified, I'll consider it.
",0,0,0,0,1,0,0,1,1,1,0,0,0,0
255,complex-class,2.14917682,org.apache.jena.permissions.model.SecuredModel,TRUE,"['CBO', 'C3', 'RFC', 'NIM_type', 'number_private_visibility_attributes']",1,"
the model could for sure be simplified, I'll consider it.
",0,0,0,0,1,0,0,1,1,1,1,0,0,0
256,complex-class,2.070827222,org.apache.jena.permissions.model.SecuredModelTest,TRUE,"['CBO', 'num_static_not_final_attributes', 'C3', 'RFC', 'is_test']",1,"
the problem here is that the test is complex because of the class tested. 
",0,0,0,0,1,0,1,1,1,1,0,0,0,1
257,complex-class,2.199035159,org.apache.jena.query.ParameterizedSparqlString,TRUE,"['CBO', 'WOC_type', 'NOAM_type', 'NIM_type', 'RFC']",1,"
the number of parameters of the class is high, this makes the class poorly understandable. However, it is used by several classes and may be risky to refactor it.
",0,0,0,0,1,0,0,0,1,1,1,0,0,0
258,complex-class,2.101790151,org.apache.jena.query.Query,TRUE,"['CBO', 'C3', 'RFC', 'NIM_type', 'TCC_type']",1,"
this is legacy code that is complex to read but also to refactor.
",0,0,0,0,1,0,0,1,1,1,1,0,0,0
259,complex-class,2.117948695,org.apache.jena.rdf.model.impl.ModelCom,TRUE,"['CBO', 'C3', 'NIM_type', 'RFC', 'number_private_visibility_attributes']",1,"
the components are slightly hard to understand.
",0,0,0,0,1,0,0,1,1,1,1,0,0,0
260,complex-class,2.181695928,org.apache.jena.rdf.model.Model,TRUE,"['CBO', 'RFC', 'C3', 'NOAM_type', 'number_private_visibility_attributes']",1,"
too many methods implemented, where each of them uses too many parameters.
",0,0,0,1,0,0,0,1,1,1,0,0,0,0
261,complex-class,2.225915535,org.apache.jena.rdfxml.xmloutput.impl.Unparser,TRUE,"['CBO', 'C3', 'NOAM_type', 'NIM_type', 'RFC']",1,"
this is a complex activity that requires some more methods.
",0,0,0,0,1,0,0,1,1,1,1,0,0,0
262,complex-class,2.043341825,org.apache.jena.sparql.expr.NodeValue,TRUE,"['CBO', 'C3', 'RFC', 'NOAM_type', 'NIM_type']",1,"
> thanks for reaching me out. I'll take a look, the class seems too complex.
",0,0,0,0,1,0,0,1,1,1,1,0,0,0
263,complex-class,2.150834637,org.apache.jena.sparql.expr.nodevalue.XSDFuncOp,TRUE,"['CBO', 'C3', 'RFC', 'TCC_type', 'NIM_type']",1,"
the class is not easily understandable for newcomers. 
",0,0,0,0,1,0,0,1,1,1,1,0,0,0
264,complex-class,2.17865115,org.apache.jena.sparql.expr.TestFunctions,TRUE,"['CBO', 'C3', 'RFC', 'is_test', 'NOAM_type']",1,"
it tests functions, it may be improved but not now.
",0,0,0,0,0,0,1,1,1,1,0,0,0,1
265,complex-class,2.156031647,org.apache.jena.sparql.expr.TestFunctions2,TRUE,"['CBO', 'C3', 'NIM_type', 'WOC_type', 'RFC']",1,"
it tests functions, it may be improved but not now.
",0,0,0,0,0,0,1,1,1,1,1,0,0,0
266,complex-class,2.245936618,org.apache.jena.sparql.lang.arq.ARQParser,TRUE,"['C3', 'CBO', 'RFC', 'NOAM_type', 'WOC_type']",1,"
the parser is naturally complex, it may be improved but stillâ€?
",0,0,0,0,1,1,0,1,1,1,1,0,0,0
267,complex-class,2.073456977,org.apache.jena.sparql.lang.sparql_10.SPARQLParser10,TRUE,"['CBO', 'C3', 'RFC', 'WOC_type', 'number_private_visibility_attributes']",1,"
this is a intrinsically complex class.
",0,0,0,0,1,0,0,1,1,1,1,0,0,0
268,complex-class,2.204593682,org.apache.jena.sparql.lang.sparql_11.SPARQLParser11,TRUE,"['CBO', 'C3', 'RFC', 'WOC_type', 'NOAM_type']",1,"
this is a intrinsically complex class.
",0,0,0,0,1,0,0,1,1,1,1,0,0,0
269,complex-class,2.19085136,org.apache.jena.sparql.sse.builders.BuilderExpr,TRUE,"['CBO', 'C3', 'RFC', 'WOC_type', 'NOAM_type']",1,"
the way the expressions are constructed could be improved for readability.
",0,0,0,0,1,0,0,1,1,1,1,0,0,0
270,complex-class,1.115758466,org.apache.lucene.codecs.lucene50.Lucene50DocValuesProducer,TRUE,"['CBO', 'C3', 'RFC', 'WOC_type', 'TCC_type']",2,"
the class is poorly cohesive and almost unreadable. 
",0,0,1,0,0,0,0,1,1,1,1,0,0,0
271,complex-class,1.446998913,org.apache.lucene.index.BaseDocValuesFormatTestCase,TRUE,"['CBO', 'C3', 'WOC_type', 'NOAM_type', 'is_test']",2,"
tests are important. So, it needs to be properly refactored, now it is a collection of things.
",0,0,0,0,0,0,1,1,1,1,1,0,0,1
272,complex-class,2.111832128,org.apache.lucene.index.IndexWriter,FALSE,"['C3', 'NIM_type', 'CBO', 'RFC', 'WOC_type']",2,"
the index should be restructured, as is it is too complex.
",0,0,0,0,1,0,0,1,1,1,1,0,0,0
273,complex-class,1.141138063,org.apache.lucene.index.TestIndexWriter,TRUE,"['CBO', 'RFC', 'C3', 'is_test', 'WOC_type']",2,"
tests are important and especially this class has a key role in Lucene. So, it needs to be properly refactored, now it is a collection of things.
",0,0,0,0,0,0,1,1,1,1,1,0,0,1
274,complex-class,1.026491274,org.apache.lucene.index.TestIndexWriterExceptions,TRUE,"['CBO', 'NOAM_type', 'RFC', 'WOC_type', 'is_test']",2,"
tests are important. So, it needs to be properly refactored, now it is a collection of things.
",0,0,0,0,0,0,1,0,1,1,1,0,0,1
275,complex-class,1.387106764,org.apache.lucene.search.highlight.HighlighterTest,TRUE,"['CBO', 'C3', 'RFC', 'NOAM_type', 'WOC_type']",2,"
this is another example of wrongly designed test that is too complex to be modified.
",0,1,0,0,1,0,1,1,1,1,1,0,0,0
276,complex-class,1.003186954,org.apache.lucene.util.LuceneTestCase,TRUE,"['CBO', 'C3', 'is_test', 'NOAM_type', 'RFC']",2,"
this is another example of wrongly designed test that is too complex to be modified.
",0,1,0,0,1,0,1,1,1,1,0,0,0,1
277,complex-class,1.022284892,org.apache.lucene.util.TestUtil,TRUE,"['CBO', 'C3', 'RFC', 'is_test', 'TCC_type']",2,"
this is another example of wrongly designed test that is too complex to be modified.
",0,1,0,0,1,0,1,1,1,1,0,0,0,1
278,complex-class,1.965406766,org.apache.mahout.math.Sorting,FALSE,"['CBO', 'RFC', 'Avg-commit-size', 'WOC_type', 'NOAM_type']",2,"
this is long and hard to understand, there may be some refactoring ongoing. 
",0,0,0,1,1,0,0,0,1,1,1,1,0,0
279,complex-class,2.222519927,org.apache.solr.BaseDistributedSearchTestCase,FALSE,"['CBO', 'C3', 'RFC', 'NOAM_type', 'WOC_type']",2,"
too many conditions changed over time and some dead code: these made the class complex and hard to maintain.
",0,1,0,0,1,0,0,1,1,1,1,0,0,0
280,complex-class,1.35878306,org.apache.solr.client.solrj.SolrClient,TRUE,"['CBO', 'C3', 'RFC', 'WOC_type', 'NOAM_type']",2,"
as this is a core class, it should be less complex than it is currently.
",0,0,0,0,1,0,0,1,1,1,1,0,0,0
281,complex-class,1.392909569,org.apache.solr.client.solrj.SolrQuery,TRUE,"['CBO', 'C3', 'RFC', 'NOC_type', 'NOAM_type']",2,"
as this is a core class, it should be less complex than it is currently.
",0,0,0,0,1,0,0,1,1,1,0,0,0,0
282,complex-class,1.165166967,org.apache.solr.cloud.AbstractFullDistribZkTestBase,TRUE,"['CBO', 'C3', 'RFC', 'NOCS_package', 'NOAM_type']",2,"
this is another example of wrongly designed test that is too complex to be modified.
",0,1,0,0,1,0,1,1,1,1,0,0,0,0
283,complex-class,1.274564287,org.apache.solr.cloud.OverseerCollectionMessageHandler,TRUE,"['CBO', 'NIM_type', 'RFC', 'WOC_type', 'TCC_type']",2,"
this class was modified recently, that's why it became complex. We plan to do something. 
",0,1,0,0,1,0,0,1,1,1,1,0,0,0
284,complex-class,0.998453275,org.apache.solr.cloud.ZkController,TRUE,"['CBO', 'NIM_type', 'NOAM_type', 'C3', 'number_private_visibility_attributes']",2,"
the class does too many things and would require some action. 
",0,0,0,0,1,0,0,1,1,1,1,0,0,0
285,complex-class,2.258236851,org.apache.solr.common.util.JavaBinCodec,FALSE,"['C3', 'CBO', 'RFC', 'NOAM_type', 'WOC_type']",2,"
yes, we are aware of the poor design and complexity of this class. 
",0,0,0,0,1,0,0,1,1,1,1,0,0,0
286,complex-class,1.36588744,org.apache.solr.core.SolrCore,TRUE,"['CBO', 'C3', 'RFC', 'NOI_package', 'WOC_type']",2,"
as this is a core class, it should be less complex than it is currently.
",0,0,0,0,1,0,0,1,1,1,1,0,0,0
287,complex-class,0.961801748,org.apache.solr.schema.FieldType,TRUE,"['CBO', 'NOAM_type', 'RFC', 'WOC_type', 'is_controller']",2,"
this class should be carefully refactored in terms of complexity.
",0,0,0,0,1,0,0,0,1,1,1,0,1,0
288,complex-class,1.841345492,org.apache.solr.schema.IndexSchema,TRUE,"['CBO', 'C3', 'number_final_not_static_methods', 'NOCS_package', 'RFC']",2,"
this is hardly understandable, it should be refactored. 
",0,0,0,0,1,0,0,1,1,1,0,0,0,0
289,complex-class,1.548279437,org.apache.solr.search.SolrIndexSearcher,TRUE,"['CBO', 'C3', 'TCC_type', 'NIM_type', 'WOC_type']",2,"
as this is a core class, it should be less complex than it is currently.
",0,0,0,0,1,0,0,1,1,0,1,0,0,0
290,complex-class,1.475540207,org.apache.solr.search.ValueSourceParser,TRUE,"['CBO', 'C3', 'NOAM_type', 'WOC_type', 'NIM_type']",2,"
as this is a core class, it should be less complex than it is currently.
",0,0,0,0,1,0,0,1,1,1,1,0,0,0
291,complex-class,1.361244633,org.apache.solr.SolrTestCaseJ4,TRUE,"['CBO', 'C3', 'Avg-commit-size', 'RFC', 'is_test']",2,"
the test is overly complicated and not easy to understand.
",0,0,0,0,1,0,1,1,1,1,0,1,0,1
292,complex-class,2.215468095,org.eclipse.cdt.core.CCorePlugin,TRUE,"['CBO', 'C3', 'NOAM_type', 'RFC', 'number_private_visibility_attributes']",1,"
It is complex to read, but not that hard to modify.
",0,1,0,0,1,0,0,1,1,1,0,0,0,0
293,complex-class,2.116795338,org.eclipse.cdt.core.dom.lrparser.action.BuildASTParserAction,TRUE,"['CBO', 'C3', 'RFC', 'NOAM_type', 'WOC_type']",1,"
a bit too complex.
",0,0,0,0,1,0,0,1,1,1,1,0,0,0
294,complex-class,2.106435232,org.eclipse.cdt.core.dom.lrparser.action.cpp.CPPBuildASTParserAction,TRUE,"['CBO', 'C3', 'WOC_type', 'NOCS_type', 'NOAM_type']",1,"
this should be refactored at some point to reduce its complexity.
",0,0,0,0,1,0,0,1,1,1,1,0,0,0
295,complex-class,2.16036638,org.eclipse.cdt.core.internal.errorparsers.tests.ErrorParserFileMatchingTest,TRUE,"['CBO', 'C3', 'RFC', 'NOAM_type', 'is_test']",1,"
as a test, it needs to find defects and not necessarily needs to be readable. 
",0,0,0,0,1,0,1,1,1,1,0,0,0,1
296,complex-class,2.065663811,org.eclipse.cdt.core.model.CoreModel,TRUE,"['CBO', 'C3', 'NOAM_type', 'RFC', 'Avg-commit-size']",1,"
this is another class that may be simplified, even tough it is intrinsically complicated.
",0,0,0,0,1,0,0,1,1,1,0,1,0,0
297,complex-class,2.149169367,org.eclipse.cdt.core.parser.tests.ast2.AST2CPPSpecTest,TRUE,"['CBO', 'NIM_type', 'C3', 'NOAM_type', 'NOCS_package']",1,"
the class is a test, it is pretty complex but works.
",0,0,0,0,1,0,1,1,1,1,1,0,0,0
298,complex-class,2.141543833,org.eclipse.cdt.core.parser.tests.ast2.AST2CPPTests,TRUE,"['CBO', 'num_final_not_static_attributes', 'C3', 'RFC', 'LOC']",1,"
the class is a test, it is pretty complex but works.
",0,0,0,0,1,0,1,1,1,1,0,0,0,0
299,complex-class,2.252407502,org.eclipse.cdt.core.parser.tests.ast2.AST2TemplateTests,TRUE,"['CBO', 'RFC', 'TCC_type', 'WOC_type', 'NIM_type']",1,"
the class is a test, it is pretty complex but works.
",0,0,0,0,1,0,1,1,1,1,1,0,0,0
300,complex-class,2.114415976,org.eclipse.cdt.core.parser.tests.ast2.AST2Tests,TRUE,"['CBO', 'C3', 'RFC', 'NOAM_type', 'WOC_type']",1,"
the class is a test, it is pretty complex but works.
",0,0,0,0,1,0,1,1,1,1,1,0,0,0
301,complex-class,2.147007046,org.eclipse.cdt.core.parser.tests.ast2.CompleteParser2Tests,TRUE,"['CBO', 'C3', 'NOAM_type', 'is_test', 'number_constructor_NotDefaultConstructor_methods']",1,"
the class is a test, it is pretty complex but works.
",0,0,0,0,1,0,1,1,1,1,0,0,0,1
302,complex-class,2.188414017,org.eclipse.cdt.core.parser.tests.ast2.QuickParser2Tests,TRUE,"['RFC', 'CBO', 'C3', 'NIM_type', 'WOC_type']",1,"
while the class can be hard to understand, I would not refactor it.
",0,0,0,0,1,0,0,1,1,1,1,0,0,0
303,complex-class,2.18084488,org.eclipse.cdt.core.parser.tests.scanner.PortedScannerTests,TRUE,"['CBO', 'C3', 'RFC', 'number_private_visibility_attributes', 'NOAM_type']",1,"
it scans elements to check the correct inner-working of the Scanner: it is a bit too complex, but we can live with that.
",0,0,0,0,1,1,0,1,1,1,0,0,0,0
304,complex-class,2.121965576,org.eclipse.cdt.core.settings.model.util.CDataUtil,TRUE,"['CBO', 'C3', 'RFC', 'NOAM_type', 'number_private_visibility_attributes']",1,"
""this is utility class, I would put its refactoring in the """"non-urgent"""" list""
",0,0,0,0,0,1,0,1,1,1,0,0,0,0
305,complex-class,2.173507796,org.eclipse.cdt.core.settings.model.util.PathEntryTranslator,TRUE,"['CBO', 'C3', 'WOC_type', 'RFC', 'NOAM_type']",1,"
the path translator can be simplified, but the class doe not change so much so there is no really need to refactor.
",0,1,0,0,1,1,0,1,1,1,1,0,0,0
306,complex-class,2.080768249,org.eclipse.cdt.debug.core.CDebugUtils,TRUE,"['CBO', 'C3', 'RFC', 'NOAM_type', 'number_constructor_NotDefaultConstructor_methods']",1,"
I see this can be considered too complex.
",0,0,0,0,1,0,0,1,1,1,0,0,0,0
307,complex-class,2.139525235,org.eclipse.cdt.debug.core.CDebugUtils,TRUE,"['CBO', 'C3', 'RFC', 'NOAM_type', 'WOC_type']",1,"
This is a utility class, could be made less large.
",0,0,0,1,0,1,0,1,1,1,1,0,0,0
